9,5,1005
11,22,1004
25,2,1003
19,28,1002
0,4,1001
3,26,1000
2,20,999
25,15,998
13,7,997
17,14,996
29,24,995
8,5,994
9,21,993
19,18,992
11,10,991
18,26,990
22,23,989
16,1,988
0,27,987
4,20,986
19,6,985
7,14,984
21,17,983
11,5,982
10,2,981
27,23,980
22,13,979
7,8,978
3,28,977
18,12,976
9,25,975
24,26,974
29,16,973
15,1,972
21,2,971
11,6,970
4,10,969
3,20,968
22,0,967
14,5,966
8,17,965
15,13,964
9,12,963
26,25,962
27,1,961
18,16,960
14,28,959
24,21,958
4,2,957
22,7,956
19,10,955
15,0,954
20,29,953
13,11,952
18,9,951
26,12,950
3,25,949
23,27,948
0,1,947
20,14,946
28,8,945
4,21,944
16,17,943
5,6,942
15,23,941
16,19,940
0,9,939
26,28,938
24,27,937
8,22,936
25,12,935
13,29,934
24,11,933
14,7,932
19,21,931
20,23,930
26,15,929
1,2,928
17,8,927
5,18,926
3,12,925
10,16,924
7,9,923
6,25,922
13,0,921
28,5,920
4,18,919
2,17,918
10,23,917
20,13,916
14,16,915
6,12,914
21,26,913
24,29,912
15,8,911
1,19,910
27,3,909
22,28,908
4,17,907
20,0,906
10,13,905
12,6,904
9,29,903
11,14,902
7,16,901
15,24,900
3,8,899
21,5,898
4,19,897
1,18,896
27,2,895
10,0,894
1,17,893
8,19,892
9,14,891
12,22,890
27,18,889
16,3,888
25,7,887
2,6,886
28,21,885
13,23,884
10,9,883
22,24,882
5,17,881
12,20,880
8,15,879
29,26,878
25,1,877
0,11,876
16,21,875
18,28,874
7,6,873
14,11,872
0,4,871
2,24,870
26,5,869
27,17,868
19,3,867
23,9,866
12,15,865
29,28,864
8,22,863
3,21,862
27,19,861
16,18,860
2,11,859
13,7,858
14,4,857
25,0,856
15,20,855
10,6,854
12,26,853
3,17,852
23,16,851
9,24,850
18,5,849
28,22,848
8,21,847
25,13,846
15,10,845
5,20,844
14,27,843
2,4,842
1,7,841
11,29,840
19,18,839
21,3,838
25,23,837
28,0,836
24,12,835
22,6,834
27,4,833
28,13,832
9,7,831
5,14,830
17,16,829
8,18,828
29,10,827
26,15,826
19,1,825
11,20,824
12,9,823
17,6,822
2,27,821
23,1,820
21,8,819
4,13,818
24,25,817
22,20,816
11,15,815
19,7,814
12,14,813
29,16,812
0,5,811
26,18,810
10,22,809
28,23,808
27,6,807
0,12,806
21,15,805
19,26,804
14,29,803
25,16,802
1,24,801
11,18,800
20,3,799
9,2,798
4,23,797
1,6,796
27,14,795
13,8,794
11,17,793
15,2,792
7,29,791
9,19,790
0,25,789
18,3,788
21,28,787
16,12,786
6,24,785
5,23,784
22,27,783
7,14,782
8,20,781
17,15,780
11,26,779
9,3,778
18,2,777
10,1,776
13,25,775
19,16,774
22,4,773
6,29,772
24,8,771
0,28,770
26,17,769
25,9,768
13,12,767
28,20,766
23,27,765
5,1,764
10,7,763
0,16,762
18,21,761
24,3,760
23,4,759
2,19,758
22,11,757
7,9,756
3,15,755
5,0,754
29,27,753
6,14,752
26,16,751
25,24,750
1,8,749
13,28,748
12,18,747
20,17,746
11,23,745
29,4,744
12,19,743
16,22,742
24,28,741
1,15,740
14,27,739
11,4,738
6,23,737
8,25,736
26,21,735
5,19,734
12,17,733
13,2,732
9,29,731
1,20,730
18,10,729
28,15,728
6,0,727
3,27,726
16,7,725
24,5,724
22,17,723
3,11,722
8,12,721
10,25,720
9,20,719
1,26,718
0,23,717
14,4,716
16,24,715
29,21,714
15,19,713
2,18,712
22,28,711
6,13,710
26,17,709
14,11,708
10,12,707
9,15,706
25,5,705
0,27,704
3,4,703
7,16,702
28,8,701
29,22,700
1,21,699
19,18,698
2,7,697
8,29,696
6,22,695
13,23,694
4,0,693
26,20,692
2,9,691
1,6,690
27,25,689
14,10,688
16,15,687
22,21,686
11,28,685
20,19,684
17,23,683
4,13,682
27,12,681
5,26,680
8,14,679
7,24,678
21,18,677
3,10,676
1,29,675
9,6,674
19,22,673
1,14,672
4,23,671
0,13,670
28,9,669
11,12,668
7,25,667
16,10,666
5,20,665
18,15,664
21,3,663
8,2,662
26,24,661
29,6,660
17,0,659
28,16,658
19,8,657
27,5,656
22,18,655
26,23,654
29,9,653
7,12,652
11,25,651
15,20,650
4,1,649
10,24,648
27,21,647
14,3,646
19,2,645
21,28,644
17,13,643
26,0,642
15,8,641
20,9,640
23,1,639
12,29,638
27,16,637
11,24,636
7,5,635
14,22,634
18,19,633
10,3,632
25,2,631
26,13,630
7,28,629
25,21,628
14,6,627
29,0,626
12,11,625
19,23,624
29,13,623
4,27,622
5,24,621
18,8,620
10,28,619
22,15,618
20,1,617
9,7,616
16,14,615
2,21,614
6,11,613
3,25,612
8,26,611
12,4,610
18,17,609
19,13,608
12,27,607
29,1,606
20,7,605
6,14,604
9,16,603
23,24,602
3,5,601
28,21,600
17,2,599
2,22,598
19,0,597
10,4,596
28,26,595
10,11,594
8,9,593
7,6,592
25,15,591
18,27,590
24,1,589
23,14,588
5,16,587
20,21,586
3,17,585
23,29,584
18,11,583
9,6,582
25,20,581
8,7,580
16,0,579
12,28,578
2,5,577
24,23,576
10,27,575
14,9,574
15,22,573
3,19,572
21,17,571
8,1,570
26,29,569
16,13,568
20,2,567
24,0,566
18,4,565
11,7,564
26,14,563
21,5,562
25,22,561
15,17,560
12,3,559
13,27,558
6,28,557
11,4,556
17,10,555
21,7,554
1,9,553
14,8,552
5,22,551
26,2,550
19,12,549
25,3,548
23,0,547
18,29,546
13,11,545
15,12,544
27,23,543
24,16,542
19,9,541
16,6,540
26,25,539
3,20,538
21,1,537
13,4,536
14,29,535
7,24,534
15,5,533
28,18,532
22,17,531
10,2,530
27,0,529
26,12,528
11,4,527
28,22,526
23,13,525
6,7,524
21,16,523
9,24,522
2,8,521
17,19,520
5,25,519
10,20,518
18,3,517
0,1,516
29,14,515
29,6,514
22,25,513
3,10,512
28,19,511
15,18,510
5,17,509
16,2,508
24,7,507
26,9,506
1,11,505
21,14,504
4,13,503
22,12,502
23,0,501
1,27,500
16,8,499
20,28,498
21,29,497
5,19,496
3,2,495
26,6,494
7,10,493
9,11,492
24,23,491
4,27,490
16,14,489
6,8,488
19,5,487
12,22,486
25,18,485
28,17,484
20,15,483
21,26,482
7,3,481
1,13,480
18,10,479
0,20,478
9,4,477
2,29,476
25,17,475
11,23,474
24,13,473
0,15,472
28,8,471
26,5,470
7,22,469
12,21,468
9,27,467
2,14,466
20,17,465
14,6,464
28,12,463
8,10,462
5,15,461
0,26,460
11,1,459
19,4,458
3,29,457
2,16,456
13,24,455
25,21,454
20,3,453
25,22,452
17,18,451
19,11,450
4,6,449
13,26,448
24,7,447
16,23,446
17,9,445
19,27,444
22,8,443
25,28,442
6,18,441
10,26,440
12,3,439
14,1,438
0,29,437
5,21,436
20,2,435
0,11,434
12,10,433
13,15,432
4,22,431
14,23,430
5,25,429
13,20,428
16,1,427
29,7,426
18,24,425
8,28,424
17,21,423
4,3,422
6,2,421
26,10,420
11,0,419
11,23,418
29,9,417
28,25,416
27,15,415
4,26,414
13,3,413
16,7,412
18,14,411
21,8,410
6,17,409
12,24,408
17,5,407
22,19,406
23,11,405
27,20,404
10,5,403
0,29,402
23,4,401
28,17,400
3,12,399
8,25,398
19,10,397
27,26,396
2,1,395
15,9,394
6,16,393
24,18,392
21,13,391
20,22,390
15,6,389
7,29,388
0,14,387
2,23,386
8,12,385
3,25,384
9,10,383
18,20,382
17,26,381
13,1,380
7,4,379
24,16,378
28,5,377
27,22,376
11,29,375
21,0,374
24,6,373
15,14,372
2,13,371
12,10,370
9,26,369
25,3,368
21,23,367
1,4,366
16,5,365
27,28,364
17,22,363
20,18,362
1,11,361
2,0,360
15,7,359
12,8,358
25,19,357
27,10,356
4,1,355
0,23,354
6,13,353
9,7,352
24,14,351
8,16,350
22,5,349
17,18,348
20,25,347
3,15,346
28,26,345
21,19,344
14,9,343
20,12,342
11,24,341
27,8,340
5,22,339
10,17,338
15,3,337
29,2,336
18,28,335
6,0,334
19,21,333
11,16,332
4,23,331
26,22,330
5,12,329
19,25,328
21,10,327
6,7,326
13,14,325
28,18,324
29,3,323
11,9,322
4,0,321
17,27,320
7,1,319
13,16,318
20,24,317
29,8,316
14,12,315
20,10,314
21,18,313
22,2,312
15,19,311
6,27,310
1,0,309
24,29,308
6,11,307
17,4,306
1,23,305
5,7,304
13,9,303
12,16,302
3,28,301
8,21,300
22,18,299
14,25,298
10,26,297
15,2,296
24,20,295
17,11,294
2,8,293
18,22,292
12,23,291
5,13,290
1,9,289
16,20,288
24,15,287
25,26,286
0,27,285
6,4,284
28,7,283
10,29,282
14,21,281
21,19,280
27,11,279
12,13,278
5,9,277
22,15,276
16,26,275
23,3,274
28,1,273
0,4,272
17,29,271
10,8,270
25,18,269
24,2,268
25,19,267
1,11,266
15,10,265
9,6,264
12,0,263
23,5,262
29,14,261
20,4,260
28,24,259
23,8,258
19,22,257
7,17,256
18,25,255
21,15,254
26,3,253
29,16,252
0,13,251
14,9,250
5,2,249
18,12,248
6,10,247
22,26,246
1,27,245
17,28,244
8,21,243
9,13,242
20,11,241
23,25,240
2,15,239
1,4,238
3,14,237
16,24,236
29,5,235
7,19,234
2,26,233
13,0,232
25,6,231
23,12,230
29,15,229
20,27,228
9,1,227
11,16,226
3,24,225
8,28,224
22,19,223
7,18,222
14,17,221
4,5,220
17,2,219
27,0,218
23,6,217
11,19,216
25,10,215
26,20,214
5,28,213
27,13,212
23,9,211
16,24,210
25,8,209
7,21,208
29,20,207
14,15,206
19,26,205
22,3,204
18,1,203
4,12,202
28,6,201
17,10,200
1,0,199
8,5,198
11,3,197
27,23,196
18,13,195
16,9,194
4,25,193
14,20,192
26,7,191
22,29,190
17,24,189
12,21,188
11,2,187
10,19,186
18,0,185
15,3,184
13,9,183
10,20,182
6,15,181
24,17,180
26,1,179
27,7,178
16,29,177
22,14,176
5,8,175
4,28,174
11,21,173
12,2,172
24,19,171
29,6,170
1,28,169
4,15,168
16,27,167
0,7,166
13,5,165
10,3,164
27,11,163
18,23,162
9,14,161
7,24,160
1,5,159
3,22,158
29,19,157
8,17,156
21,12,155
28,25,154
6,26,153
20,2,152
0,9,151
13,10,150
16,4,149
26,8,148
1,12,147
21,25,146
6,20,145
15,27,144
18,7,143
23,14,142
0,24,141
13,22,140
29,17,139
2,3,138
16,11,137
10,28,136
24,9,135
0,6,134
1,25,133
3,26,132
5,27,131
15,4,130
23,7,129
20,8,128
17,22,127
13,21,126
29,18,125
14,2,124
15,11,123
14,19,122
28,27,121
20,6,120
23,0,119
7,29,118
8,13,117
28,4,116
25,14,115
22,16,114
6,24,113
10,21,112
9,18,111
17,20,110
19,15,109
2,26,108
12,1,107
3,23,106
5,11,105
8,0,104
27,7,103
25,29,102
9,17,101
8,23,100
3,13,99
22,10,98
5,4,97
1,14,96
6,16,95
27,24,94
18,2,93
21,22,92
3,0,91
28,11,90
27,9,89
21,6,88
10,15,87
25,4,86
12,7,85
5,29,84
1,16,83
26,18,82
19,17,81
23,2,80
25,11,79
4,29,78
24,0,77
23,19,76
14,13,75
16,6,74
25,27,73
21,9,72
12,28,71
18,22,70
23,17,69
26,10,68
8,20,67
7,15,66
2,3,65
24,1,64
27,11,63
10,26,62
14,0,61
16,29,60
4,8,59
12,3,58
24,13,57
7,20,56
2,15,55
5,19,54
17,28,53
9,22,52
23,18,51
2,10,50
11,1,49
4,6,48
11,13,47
17,25,46
7,26,45
3,5,44
4,16,43
9,8,42
23,28,41
0,21,40
18,19,39
15,25,38
20,12,37
0,3,36
7,2,35
29,13,34
26,19,33
3,6,32
29,23,31
11,27,30
14,7,29
9,16,28
19,8,27
15,21,26
5,18,25
17,12,24
20,25,23
0,10,22
22,26,21
28,2,20
13,1,19
4,24,18
18,5,17
7,14,16
4,11,15
6,9,14
12,25,13
2,10,12
29,1,11
20,16,10
19,24,9
15,28,8
0,22,7
17,21,6
8,3,5
27,4,4
21,2,3
23,13,2
15,26,1
