Team,Game,Opp Team,GP,W,L,T,OT,P,GF,GA,SF,SA,PPG,PP Opp,PP%,TS,PPGA,PK%,FOW,FOL,FOW%
Arizona Coyotes,2015/03/30  vs. BUF,BUF,1,0,1,0,0,0,1,4,29,36,0,2,0,1,1,0,36,20,64.3
Arizona Coyotes,2014/11/01  @ CAR,CAR,1,0,1,0,0,0,0,3,25,35,0,3,0,2,1,50,37,32,53.6
Arizona Coyotes,2015/02/05  vs. CAR,CAR,1,0,0,0,1,1,1,1,29,41,0,0,0,4,0,100,33,19,63.5
Arizona Coyotes,2015/01/03  vs. CBJ,CBJ,1,1,0,0,0,2,6,3,34,26,3,4,75,3,1,66.7,37,27,57.8
Arizona Coyotes,2015/02/03  @ CBJ,CBJ,1,1,0,0,0,2,4,1,29,31,2,3,66.7,3,1,66.7,36,42,46.2
Arizona Coyotes,2014/11/13  @ CGY,CGY,1,0,1,0,0,0,3,5,23,25,1,1,100,3,0,100,32,30,51.6
Arizona Coyotes,2014/11/29  vs. CGY,CGY,1,0,1,0,0,0,0,3,26,29,0,1,0,3,1,66.7,32,18,64
Arizona Coyotes,2014/12/02  @ CGY,CGY,1,0,1,0,0,0,2,5,29,24,0,1,0,3,1,66.7,37,35,51.4
Arizona Coyotes,2015/01/15  vs. CGY,CGY,1,0,1,0,0,0,1,4,28,25,0,0,0,2,0,100,33,25,56.9
Arizona Coyotes,2015/04/07  @ CGY,CGY,1,0,1,0,0,0,2,3,24,32,0,0,0,4,1,75,33,36,47.8
Arizona Coyotes,2015/01/20  @ CHI,CHI,1,0,1,0,0,0,1,6,36,51,0,2,0,5,1,80,24,31,43.6
Arizona Coyotes,2015/02/09  @ CHI,CHI,1,1,0,0,0,2,2,2,29,38,1,2,50,4,0,100,33,43,43.4
Arizona Coyotes,2015/03/12  vs. CHI,CHI,1,0,1,0,0,0,1,2,18,44,0,2,0,7,2,71.4,19,37,33.9
Arizona Coyotes,2014/11/25  vs. COL,COL,1,0,0,0,1,1,3,4,33,35,0,1,0,2,0,100,27,30,47.4
Arizona Coyotes,2015/02/16  @ COL,COL,1,0,1,0,0,0,2,5,17,34,0,1,0,3,1,66.7,28,33,45.9
Arizona Coyotes,2015/03/19  vs. COL,COL,1,0,1,0,0,0,2,5,30,29,0,1,0,2,0,100,28,31,47.4
Arizona Coyotes,2014/11/11  vs. DAL,DAL,1,0,1,0,0,0,3,4,37,32,0,6,0,4,1,75,35,37,48.6
Arizona Coyotes,2014/11/20  @ DAL,DAL,1,0,1,0,0,0,1,3,27,27,1,2,50,2,0,100,37,29,56.1
Arizona Coyotes,2014/12/31  @ DAL,DAL,1,0,1,0,0,0,0,6,32,31,0,3,0,2,1,50,25,35,41.7
Arizona Coyotes,2015/02/07  vs. DET,DET,1,0,1,0,0,0,1,3,23,26,0,5,0,6,1,83.3,35,22,61.4
Arizona Coyotes,2015/03/24  @ DET,DET,1,1,0,0,0,2,5,4,22,37,2,5,40,5,1,80,41,27,60.3
Arizona Coyotes,2014/10/15  vs. EDM,EDM,1,1,0,0,0,2,7,4,30,27,1,4,25,2,0,100,36,32,52.9
Arizona Coyotes,2014/11/16  @ EDM,EDM,1,1,0,0,0,2,2,1,28,34,1,4,25,4,1,75,34,43,44.2
Arizona Coyotes,2014/12/01  @ EDM,EDM,1,1,0,0,0,2,5,2,24,27,2,3,66.7,5,1,80,27,35,43.5
Arizona Coyotes,2014/12/16  vs. EDM,EDM,1,1,0,0,0,2,2,1,44,32,0,4,0,2,0,100,33,25,56.9
Arizona Coyotes,2014/12/23  @ EDM,EDM,1,1,0,0,0,2,5,1,22,27,0,2,0,6,0,100,39,27,59.1
Arizona Coyotes,2014/10/25  vs. FLA,FLA,1,1,0,0,0,2,2,1,41,24,2,8,25,2,0,100,34,29,54
Arizona Coyotes,2014/10/30  @ FLA,FLA,1,0,1,0,0,0,1,2,33,26,1,4,25,3,1,66.7,33,27,55
Arizona Coyotes,2014/10/11  vs. LAK,LAK,1,1,0,0,0,2,3,2,40,26,2,4,50,3,0,100,32,38,45.7
Arizona Coyotes,2014/12/04  vs. LAK,LAK,1,0,1,0,0,0,0,4,26,43,0,2,0,3,2,33.3,41,28,59.4
Arizona Coyotes,2014/12/20  @ LAK,LAK,1,0,1,0,0,0,2,4,17,35,0,3,0,5,2,60,27,28,49.1
Arizona Coyotes,2015/03/16  @ LAK,LAK,1,0,1,0,0,0,0,1,25,35,0,2,0,3,0,100,20,33,37.7
Arizona Coyotes,2014/10/23  @ MIN,MIN,1,0,1,0,0,0,0,2,26,29,0,2,0,3,0,100,39,21,65
Arizona Coyotes,2014/12/13  vs. MIN,MIN,1,0,0,0,1,1,3,3,30,35,1,3,33.3,3,2,33.3,34,25,57.6
Arizona Coyotes,2015/01/17  @ MIN,MIN,1,0,1,0,0,0,1,3,26,33,1,2,50,3,0,100,32,28,53.3
Arizona Coyotes,2015/02/01  @ MTL,MTL,1,1,0,0,0,2,3,2,32,20,2,2,100,2,0,100,38,42,47.5
Arizona Coyotes,2015/03/07  vs. MTL,MTL,1,0,1,0,0,0,0,2,28,35,0,2,0,1,0,100,28,34,45.2
Arizona Coyotes,2015/02/23  @ NJD,NJD,1,0,1,0,0,0,0,3,38,28,0,4,0,2,0,100,28,35,44.4
Arizona Coyotes,2015/03/14  vs. NJD,NJD,1,0,1,0,0,0,1,4,31,29,0,1,0,3,1,66.7,25,25,50
Arizona Coyotes,2014/10/21  @ NSH,NSH,1,0,0,0,1,1,3,3,36,26,2,5,40,5,0,100,39,32,54.9
Arizona Coyotes,2014/12/11  vs. NSH,NSH,1,0,1,0,0,0,1,5,32,38,1,3,33.3,5,1,80,31,29,51.7
Arizona Coyotes,2015/03/09  vs. NSH,NSH,1,0,0,0,1,1,1,2,28,40,1,4,25,5,0,100,39,28,58.2
Arizona Coyotes,2014/11/08  vs. NYI,NYI,1,0,1,0,0,0,0,1,19,33,0,5,0,3,0,100,27,27,50
Arizona Coyotes,2015/02/24  @ NYI,NYI,1,0,1,0,0,0,1,5,28,39,0,3,0,1,0,100,28,30,48.3
Arizona Coyotes,2015/02/14  vs. NYR,NYR,1,0,1,0,0,0,1,5,35,32,0,3,0,0,0,0,25,25,50
Arizona Coyotes,2015/02/26  @ NYR,NYR,1,0,1,0,0,0,3,4,40,38,2,5,40,3,2,33.3,43,25,63.2
Arizona Coyotes,2015/01/10  vs. OTT,OTT,1,0,1,0,0,0,1,5,32,33,0,5,0,5,2,60,33,26,55.9
Arizona Coyotes,2015/01/31  @ OTT,OTT,1,0,1,0,0,0,2,7,37,31,0,3,0,5,0,100,33,43,43.4
Arizona Coyotes,2014/12/29  vs. PHI,PHI,1,1,0,0,0,2,4,2,25,32,1,2,50,2,0,100,28,37,43.1
Arizona Coyotes,2015/01/27  @ PHI,PHI,1,0,0,0,1,1,3,3,27,42,0,1,0,2,1,50,33,32,50.8
Arizona Coyotes,2015/03/21  vs. PIT,PIT,1,0,1,0,0,0,1,3,31,37,0,3,0,4,1,75,34,35,49.3
Arizona Coyotes,2015/03/28  @ PIT,PIT,1,0,1,0,0,0,2,3,24,46,0,2,0,6,2,66.7,33,29,53.2
Arizona Coyotes,2014/11/22  @ SJS,SJS,1,1,0,0,0,2,3,3,25,43,1,2,50,4,1,75,30,47,39
Arizona Coyotes,2015/01/13  vs. SJS,SJS,1,0,1,0,0,0,2,3,29,25,0,3,0,3,1,66.7,30,28,51.7
Arizona Coyotes,2015/02/13  vs. SJS,SJS,1,0,1,0,0,0,2,4,36,26,1,2,50,3,1,66.7,39,33,54.2
Arizona Coyotes,2015/04/03  @ SJS,SJS,1,0,1,0,0,0,1,3,21,37,0,1,0,2,0,100,27,32,45.8
Arizona Coyotes,2015/04/04  vs. SJS,SJS,1,1,0,0,0,2,5,3,36,45,2,4,50,6,2,66.7,29,37,43.9
Arizona Coyotes,2014/10/18  vs. STL,STL,1,0,1,0,0,0,1,6,25,36,1,4,25,4,4,0,35,30,53.8
Arizona Coyotes,2015/01/06  vs. STL,STL,1,0,1,0,0,0,0,6,23,39,0,1,0,5,3,40,30,33,47.6
Arizona Coyotes,2015/02/10  @ STL,STL,1,0,1,0,0,0,1,2,26,36,0,1,0,2,0,100,27,31,46.6
Arizona Coyotes,2014/10/28  @ TBL,TBL,1,0,1,0,0,0,3,7,25,35,0,0,0,3,1,66.7,31,31,50
Arizona Coyotes,2015/02/21  vs. TBL,TBL,1,0,1,0,0,0,2,4,24,27,0,1,0,6,2,66.7,29,25,53.7
Arizona Coyotes,2014/11/04  vs. TOR,TOR,1,1,0,0,0,2,3,2,33,30,0,4,0,5,2,60,28,33,45.9
Arizona Coyotes,2015/01/29  @ TOR,TOR,1,1,0,0,0,2,3,1,45,25,1,4,25,3,0,100,37,24,60.7
Arizona Coyotes,2014/11/14  @ VAN,VAN,1,1,0,0,0,2,5,0,23,35,1,4,25,3,0,100,37,31,54.4
Arizona Coyotes,2014/12/22  @ VAN,VAN,1,0,1,0,0,0,1,7,39,40,1,4,25,6,3,50,37,24,60.7
Arizona Coyotes,2015/03/05  vs. VAN,VAN,1,1,0,0,0,2,2,2,35,34,0,1,0,4,0,100,33,36,47.8
Arizona Coyotes,2015/03/22  vs. VAN,VAN,1,0,1,0,0,0,1,3,27,44,0,1,0,2,1,50,38,26,59.4
Arizona Coyotes,2015/04/09  @ VAN,VAN,1,0,1,0,0,0,0,5,28,32,0,4,0,4,3,25,31,24,56.4
Arizona Coyotes,2014/10/09  vs. WPG,WPG,1,0,1,0,0,0,2,6,28,27,0,3,0,5,0,100,33,22,60
Arizona Coyotes,2015/01/08  vs. WPG,WPG,1,1,0,0,0,2,4,1,30,35,3,5,60,7,0,100,34,33,50.7
Arizona Coyotes,2015/01/18  @ WPG,WPG,1,0,0,0,1,1,3,3,31,30,1,4,25,3,0,100,40,27,59.7
Arizona Coyotes,2014/11/02  @ WSH,WSH,1,1,0,0,0,2,6,5,30,37,2,6,33.3,3,2,33.3,34,25,57.6
Arizona Coyotes,2014/11/18  vs. WSH,WSH,1,0,0,0,1,1,1,2,24,24,0,4,0,3,0,100,33,26,55.9
Boston Bruins,2014/12/01  @ ANA,ANA,1,0,1,0,0,0,2,3,34,28,0,3,0,3,0,100,30,27,52.6
Boston Bruins,2015/03/26  vs. ANA,ANA,1,0,0,0,1,1,2,3,29,32,2,4,50,2,0,100,34,41,45.3
Boston Bruins,2014/12/06  @ ARI,ARI,1,1,0,0,0,2,5,2,33,26,1,2,50,4,1,75,25,31,44.6
Boston Bruins,2015/02/28  vs. ARI,ARI,1,1,0,0,0,2,4,1,34,32,1,5,20,1,0,100,35,24,59.3
Boston Bruins,2014/10/18  @ BUF,BUF,1,1,0,0,0,2,4,0,36,32,0,3,0,7,0,100,32,30,51.6
Boston Bruins,2014/10/30  @ BUF,BUF,1,1,0,0,0,2,3,2,37,15,0,2,0,2,1,50,32,26,55.2
Boston Bruins,2014/12/21  vs. BUF,BUF,1,1,0,0,0,2,4,3,37,28,1,1,100,2,1,50,35,24,59.3
Boston Bruins,2015/03/17  vs. BUF,BUF,1,0,0,0,1,1,1,1,45,24,0,2,0,2,1,50,33,24,57.9
Boston Bruins,2014/11/15  vs. CAR,CAR,1,1,0,0,0,2,2,1,25,34,0,2,0,3,0,100,27,34,44.3
Boston Bruins,2015/01/04  @ CAR,CAR,1,0,0,0,1,1,1,1,20,36,0,1,0,2,0,100,38,34,52.8
Boston Bruins,2015/03/29  @ CAR,CAR,1,1,0,0,0,2,2,1,30,31,0,3,0,3,0,100,31,46,40.3
Boston Bruins,2014/11/21  @ CBJ,CBJ,1,1,0,0,0,2,3,3,41,28,0,1,0,2,0,100,23,32,41.8
Boston Bruins,2014/12/27  @ CBJ,CBJ,1,0,1,0,0,0,2,6,28,30,0,3,0,2,1,50,28,36,43.8
Boston Bruins,2015/01/17  vs. CBJ,CBJ,1,0,1,0,0,0,1,3,35,31,0,2,0,3,1,66.7,37,29,56.1
Boston Bruins,2015/02/16  @ CGY,CGY,1,0,0,0,1,1,3,4,27,27,0,2,0,2,1,50,33,34,49.3
Boston Bruins,2015/03/05  vs. CGY,CGY,1,0,0,0,1,1,3,3,37,32,0,3,0,7,2,71.4,34,32,51.5
Boston Bruins,2014/12/11  vs. CHI,CHI,1,0,1,0,0,0,2,3,34,21,0,2,0,4,0,100,39,27,59.1
Boston Bruins,2015/02/22  @ CHI,CHI,1,1,0,0,0,2,6,2,30,28,2,4,50,4,1,75,36,25,59
Boston Bruins,2014/10/13  vs. COL,COL,1,0,1,0,0,0,1,2,28,30,1,3,33.3,3,0,100,32,29,52.5
Boston Bruins,2015/01/21  @ COL,COL,1,0,0,0,1,1,2,2,24,36,0,2,0,5,0,100,27,31,46.6
Boston Bruins,2015/01/20  @ DAL,DAL,1,1,0,0,0,2,3,1,27,37,1,4,25,6,0,100,28,30,48.3
Boston Bruins,2015/02/10  vs. DAL,DAL,1,0,1,0,0,0,3,5,44,32,0,3,0,1,0,100,34,29,54
Boston Bruins,2014/10/09  @ DET,DET,1,0,1,0,0,0,1,2,17,24,0,4,0,4,1,75,25,31,44.6
Boston Bruins,2014/10/15  @ DET,DET,1,1,0,0,0,2,2,2,39,20,0,3,0,5,1,80,32,29,52.5
Boston Bruins,2014/12/29  vs. DET,DET,1,1,0,0,0,2,5,2,45,30,1,1,100,4,1,75,24,40,37.5
Boston Bruins,2015/03/08  vs. DET,DET,1,1,0,0,0,2,5,3,30,39,2,5,40,5,1,80,34,31,52.3
Boston Bruins,2015/04/02  @ DET,DET,1,1,0,0,0,2,3,2,25,37,1,4,25,5,1,80,30,31,49.2
Boston Bruins,2014/11/06  vs. EDM,EDM,1,1,0,0,0,2,5,2,32,26,2,4,50,5,1,80,36,27,57.1
Boston Bruins,2015/02/18  @ EDM,EDM,1,0,0,0,1,1,3,3,41,30,1,1,100,4,2,50,30,38,44.1
Boston Bruins,2014/11/04  vs. FLA,FLA,1,1,0,0,0,2,2,1,25,19,0,0,0,1,0,100,32,20,61.5
Boston Bruins,2015/03/21  @ FLA,FLA,1,0,0,0,1,1,1,1,27,25,1,3,33.3,3,0,100,41,24,63.1
Boston Bruins,2015/03/31  vs. FLA,FLA,1,1,0,0,0,2,3,2,29,24,0,4,0,3,1,66.7,37,22,62.7
Boston Bruins,2015/04/09  @ FLA,FLA,1,0,1,0,0,0,2,4,36,30,1,3,33.3,3,1,66.7,33,33,50
Boston Bruins,2014/12/02  @ LAK,LAK,1,0,1,0,0,0,0,2,31,35,0,0,0,3,0,100,28,28,50
Boston Bruins,2015/01/31  vs. LAK,LAK,1,1,0,0,0,2,3,1,33,31,0,1,0,1,0,100,31,20,60.8
Boston Bruins,2014/10/28  vs. MIN,MIN,1,0,1,0,0,0,3,4,28,42,1,2,50,2,0,100,37,28,56.9
Boston Bruins,2014/12/17  @ MIN,MIN,1,1,0,0,0,2,3,2,25,37,0,2,0,2,0,100,28,33,45.9
Boston Bruins,2014/10/16  @ MTL,MTL,1,0,1,0,0,0,4,6,29,26,1,3,33.3,3,2,33.3,31,39,44.3
Boston Bruins,2014/11/13  @ MTL,MTL,1,0,1,0,0,0,1,5,22,34,1,3,33.3,5,1,80,25,36,41
Boston Bruins,2014/11/22  vs. MTL,MTL,1,0,1,0,0,0,0,2,33,23,0,2,0,3,1,66.7,29,30,49.2
Boston Bruins,2015/02/08  vs. MTL,MTL,1,0,1,0,0,0,1,3,35,34,0,0,0,3,0,100,39,38,50.6
