Team,Game,Opp Team,GP,W,L,T,OT,P,GF,GA,SF,SA,PPG,PP Opp,PP%,TS,PPGA,PK%,FOW,FOL,FOW%
Colorado Avalanche,2015/02/20  @ CHI,CHI,1,1,0,0,0,2,4,1,30,28,2,3,66.7,2,0,100,31,25,55.4
Colorado Avalanche,2015/04/11  vs. CHI,CHI,1,1,0,0,0,2,3,2,24,30,2,2,100,0,0,0,25,23,52.1
Colorado Avalanche,2014/11/29  vs. DAL,DAL,1,1,0,0,0,2,5,2,47,24,2,7,28.6,3,0,100,32,35,47.8
Colorado Avalanche,2015/01/10  vs. DAL,DAL,1,1,0,0,0,2,4,3,30,40,0,3,0,6,0,100,35,34,50.7
Colorado Avalanche,2015/02/03  @ DAL,DAL,1,1,0,0,0,2,2,2,24,32,0,2,0,3,1,66.7,27,38,41.5
Colorado Avalanche,2015/02/14  vs. DAL,DAL,1,1,0,0,0,2,4,1,30,25,0,1,0,3,0,100,43,33,56.6
Colorado Avalanche,2015/02/27  @ DAL,DAL,1,1,0,0,0,2,4,4,23,36,0,3,0,3,0,100,39,24,61.9
Colorado Avalanche,2014/12/21  @ DET,DET,1,1,0,0,0,2,1,1,23,35,1,2,50,4,1,75,29,37,43.9
Colorado Avalanche,2015/02/05  vs. DET,DET,1,0,1,0,0,0,0,3,28,29,0,3,0,2,1,50,32,27,54.2
Colorado Avalanche,2015/01/02  vs. EDM,EDM,1,1,0,0,0,2,1,1,28,28,0,2,0,3,1,66.7,33,38,46.5
Colorado Avalanche,2015/03/25  @ EDM,EDM,1,0,1,0,0,0,3,4,44,34,1,5,20,1,1,0,32,33,49.2
Colorado Avalanche,2015/03/30  vs. EDM,EDM,1,0,1,0,0,0,1,4,30,36,0,1,0,0,0,0,28,25,52.8
Colorado Avalanche,2014/10/21  vs. FLA,FLA,1,0,0,0,1,1,3,4,33,36,2,5,40,2,1,50,38,38,50
Colorado Avalanche,2015/01/15  @ FLA,FLA,1,1,0,0,0,2,4,2,29,32,1,5,20,3,1,66.7,33,33,50
Colorado Avalanche,2015/02/18  vs. LAK,LAK,1,0,1,0,0,0,1,4,43,26,0,3,0,4,1,75,41,19,68.3
Colorado Avalanche,2015/03/10  vs. LAK,LAK,1,0,1,0,0,0,2,5,23,30,0,3,0,3,1,66.7,34,27,55.7
Colorado Avalanche,2015/04/04  @ LAK,LAK,1,0,1,0,0,0,1,3,10,26,0,1,0,0,0,0,23,20,53.5
Colorado Avalanche,2014/10/09  @ MIN,MIN,1,0,1,0,0,0,0,5,16,48,0,4,0,2,0,100,23,32,41.8
Colorado Avalanche,2014/10/11  vs. MIN,MIN,1,0,1,0,0,0,0,3,30,34,0,3,0,6,0,100,34,30,53.1
Colorado Avalanche,2015/02/07  @ MIN,MIN,1,0,1,0,0,0,0,1,18,29,0,2,0,3,0,100,29,44,39.7
Colorado Avalanche,2015/02/28  vs. MIN,MIN,1,0,1,0,0,0,1,3,34,32,0,7,0,4,0,100,37,26,58.7
Colorado Avalanche,2015/03/08  @ MIN,MIN,1,1,0,0,0,2,3,2,21,34,1,3,33.3,2,0,100,31,29,51.7
Colorado Avalanche,2014/10/18  @ MTL,MTL,1,0,1,0,0,0,2,3,34,36,0,4,0,3,1,66.7,33,32,50.8
Colorado Avalanche,2014/12/01  vs. MTL,MTL,1,0,1,0,0,0,3,4,29,30,0,1,0,2,1,50,30,34,46.9
Colorado Avalanche,2014/11/15  @ NJD,NJD,1,1,0,0,0,2,3,2,29,25,0,3,0,2,0,100,29,29,50
Colorado Avalanche,2015/03/12  vs. NJD,NJD,1,1,0,0,0,2,1,1,29,24,0,3,0,2,0,100,29,24,54.7
Colorado Avalanche,2014/12/09  vs. NSH,NSH,1,0,1,0,0,0,0,3,26,36,0,2,0,6,0,100,38,24,61.3
Colorado Avalanche,2015/01/27  @ NSH,NSH,1,0,0,0,1,1,3,4,24,39,0,2,0,2,1,50,37,30,55.2
Colorado Avalanche,2015/01/30  vs. NSH,NSH,1,1,0,0,0,2,3,0,28,23,0,4,0,2,0,100,34,19,64.1
Colorado Avalanche,2015/02/24  @ NSH,NSH,1,0,1,0,0,0,2,5,20,41,1,4,25,2,0,100,25,37,40.3
Colorado Avalanche,2015/04/07  vs. NSH,NSH,1,1,0,0,0,2,3,2,23,42,0,2,0,3,1,66.7,33,26,55.9
Colorado Avalanche,2014/10/30  vs. NYI,NYI,1,1,0,0,0,2,5,0,23,40,1,2,50,6,0,100,35,30,53.8
Colorado Avalanche,2014/11/11  @ NYI,NYI,1,0,1,0,0,0,0,6,20,46,0,3,0,6,1,83.3,32,35,47.8
Colorado Avalanche,2014/11/13  @ NYR,NYR,1,1,0,0,0,2,3,3,29,33,1,2,50,3,0,100,38,27,58.5
Colorado Avalanche,2015/02/12  vs. NYR,NYR,1,0,1,0,0,0,3,6,29,31,0,4,0,2,1,50,37,29,56.1
Colorado Avalanche,2014/10/16  @ OTT,OTT,1,0,1,0,0,0,3,5,31,28,1,5,20,7,1,85.7,29,36,44.6
Colorado Avalanche,2015/01/08  vs. OTT,OTT,1,1,0,0,0,2,5,2,21,38,1,2,50,4,0,100,31,31,50
Colorado Avalanche,2014/11/08  @ PHI,PHI,1,0,1,0,0,0,3,4,39,27,0,4,0,6,3,50,36,31,53.7
Colorado Avalanche,2014/12/31  vs. PHI,PHI,1,1,0,0,0,2,4,3,33,29,1,4,25,5,2,60,36,38,48.6
Colorado Avalanche,2014/12/18  @ PIT,PIT,1,0,0,0,1,1,0,1,29,48,0,2,0,2,0,100,32,29,52.5
Colorado Avalanche,2015/03/04  vs. PIT,PIT,1,1,0,0,0,2,3,1,22,29,1,3,33.3,1,0,100,30,29,50.8
Colorado Avalanche,2014/10/28  vs. SJS,SJS,1,0,0,0,1,1,2,2,33,51,0,3,0,4,0,100,35,46,43.2
Colorado Avalanche,2015/04/01  @ SJS,SJS,1,0,1,0,0,0,1,5,20,30,1,2,50,1,0,100,26,32,44.8
Colorado Avalanche,2014/11/01  @ STL,STL,1,0,0,0,1,1,2,2,29,29,2,4,50,3,0,100,26,42,38.2
Colorado Avalanche,2014/12/13  vs. STL,STL,1,0,0,0,1,1,2,3,25,42,1,6,16.7,5,1,80,32,40,44.4
Colorado Avalanche,2014/12/23  vs. STL,STL,1,1,0,0,0,2,5,0,41,26,2,6,33.3,3,0,100,27,33,45
Colorado Avalanche,2014/12/29  @ STL,STL,1,0,1,0,0,0,0,3,16,25,0,1,0,1,0,100,11,27,28.9
Colorado Avalanche,2015/01/19  @ STL,STL,1,0,1,0,0,0,1,3,18,30,0,3,0,2,1,50,28,22,56
Colorado Avalanche,2015/01/17  @ TBL,TBL,1,0,0,0,1,1,2,2,42,31,0,3,0,1,1,0,36,27,57.1
Colorado Avalanche,2015/02/22  vs. TBL,TBL,1,1,0,0,0,2,5,4,18,32,0,1,0,3,0,100,41,24,63.1
Colorado Avalanche,2014/10/14  @ TOR,TOR,1,0,0,0,1,1,2,3,24,40,0,3,0,5,0,100,25,35,41.7
Colorado Avalanche,2014/11/06  vs. TOR,TOR,1,1,0,0,0,2,3,3,34,38,0,3,0,2,1,50,37,32,53.6
Colorado Avalanche,2014/10/24  vs. VAN,VAN,1,1,0,0,0,2,7,3,48,29,1,4,25,3,0,100,35,29,54.7
Colorado Avalanche,2014/11/04  vs. VAN,VAN,1,0,1,0,0,0,2,5,22,37,0,5,0,4,0,100,29,29,50
Colorado Avalanche,2015/03/26  @ VAN,VAN,1,1,0,0,0,2,4,1,38,34,2,5,40,4,1,75,29,26,52.7
Colorado Avalanche,2014/10/26  @ WPG,WPG,1,0,0,0,1,1,1,2,23,28,1,4,25,4,0,100,29,36,44.6
Colorado Avalanche,2014/12/05  @ WPG,WPG,1,0,1,0,0,0,2,6,22,37,1,4,25,3,0,100,25,29,46.3
Colorado Avalanche,2014/12/11  vs. WPG,WPG,1,1,0,0,0,2,3,3,26,33,0,4,0,4,2,50,33,23,58.9
Colorado Avalanche,2015/02/08  @ WPG,WPG,1,0,1,0,0,0,3,5,28,29,0,3,0,5,2,60,29,31,48.3
Colorado Avalanche,2015/04/09  vs. WPG,WPG,1,1,0,0,0,2,0,0,21,41,0,1,0,4,0,100,27,16,62.8
Colorado Avalanche,2014/11/20  vs. WSH,WSH,1,0,1,0,0,0,2,3,29,23,0,0,0,1,0,100,24,24,50
Colorado Avalanche,2015/01/12  @ WSH,WSH,1,0,1,0,0,0,1,2,32,38,1,2,50,3,1,66.7,29,37,43.9
Columbus Blue Jackets,2014/10/24  @ ANA,ANA,1,0,1,0,0,0,1,4,17,34,1,4,25,4,2,50,26,41,38.8
Columbus Blue Jackets,2015/03/24  vs. ANA,ANA,1,1,0,0,0,2,5,3,27,40,1,3,33.3,5,1,80,38,35,52.1
Columbus Blue Jackets,2015/01/03  @ ARI,ARI,1,0,1,0,0,0,3,6,26,34,1,3,33.3,4,3,25,27,37,42.2
Columbus Blue Jackets,2015/02/03  vs. ARI,ARI,1,0,1,0,0,0,1,4,31,29,1,3,33.3,3,2,33.3,42,36,53.8
Columbus Blue Jackets,2014/11/21  vs. BOS,BOS,1,0,0,0,1,1,3,3,28,41,0,2,0,1,0,100,32,23,58.2
Columbus Blue Jackets,2014/12/27  vs. BOS,BOS,1,1,0,0,0,2,6,2,30,28,1,2,50,3,0,100,36,28,56.3
Columbus Blue Jackets,2015/01/17  @ BOS,BOS,1,1,0,0,0,2,3,1,31,35,1,3,33.3,2,0,100,29,37,43.9
Columbus Blue Jackets,2014/10/09  @ BUF,BUF,1,1,0,0,0,2,3,1,40,22,1,4,25,1,0,100,28,29,49.1
Columbus Blue Jackets,2015/02/24  vs. BUF,BUF,1,0,1,0,0,0,2,4,47,31,0,4,0,3,1,66.7,40,28,58.8
Columbus Blue Jackets,2015/04/10  vs. BUF,BUF,1,1,0,0,0,2,4,2,40,25,0,1,0,3,1,66.7,37,24,60.7
Columbus Blue Jackets,2014/11/04  vs. CAR,CAR,1,0,1,0,0,0,2,4,19,37,1,3,33.3,6,0,100,27,46,37
Columbus Blue Jackets,2014/11/07  @ CAR,CAR,1,0,0,0,1,1,2,3,31,35,0,4,0,7,1,85.7,31,42,42.5
Columbus Blue Jackets,2015/03/10  @ CAR,CAR,1,1,0,0,0,2,3,3,32,32,3,5,60,4,2,50,32,38,45.7
Columbus Blue Jackets,2015/03/15  vs. CAR,CAR,1,0,1,0,0,0,2,3,24,27,1,4,25,6,1,83.3,23,30,43.4
Columbus Blue Jackets,2014/10/17  vs. CGY,CGY,1,1,0,0,0,2,3,2,26,31,1,5,20,4,0,100,43,25,63.2
Columbus Blue Jackets,2015/03/21  @ CGY,CGY,1,1,0,0,0,2,3,2,26,40,0,0,0,5,1,80,48,30,61.5
Columbus Blue Jackets,2014/12/20  vs. CHI,CHI,1,1,0,0,0,2,2,2,19,41,0,2,0,4,0,100,25,33,43.1
Columbus Blue Jackets,2015/03/27  @ CHI,CHI,1,1,0,0,0,2,5,2,27,33,0,1,0,5,0,100,20,37,35.1
Columbus Blue Jackets,2015/01/04  @ COL,COL,1,1,0,0,0,2,4,3,27,29,0,3,0,4,0,100,30,34,46.9
Columbus Blue Jackets,2015/03/07  vs. COL,COL,1,0,1,0,0,0,0,4,44,33,0,2,0,6,2,66.7,30,39,43.5
Columbus Blue Jackets,2014/10/14  vs. DAL,DAL,1,0,1,0,0,0,2,4,35,35,1,4,25,1,0,100,42,32,56.8
Columbus Blue Jackets,2015/01/06  @ DAL,DAL,1,1,0,0,0,2,4,2,20,26,1,5,20,5,0,100,26,33,44.1
Columbus Blue Jackets,2014/11/18  vs. DET,DET,1,0,1,0,0,0,0,5,28,40,0,3,0,5,2,60,24,36,40
Columbus Blue Jackets,2014/12/16  @ DET,DET,1,1,0,0,0,2,0,0,29,30,0,3,0,1,0,100,29,26,52.7
Columbus Blue Jackets,2015/03/12  @ DET,DET,1,1,0,0,0,2,3,1,26,42,1,3,33.3,6,1,83.3,28,39,41.8
Columbus Blue Jackets,2015/03/13  vs. EDM,EDM,1,1,0,0,0,2,4,4,31,35,1,4,25,5,3,40,36,28,56.3
Columbus Blue Jackets,2015/03/18  @ EDM,EDM,1,1,0,0,0,2,3,3,20,47,0,1,0,6,1,83.3,38,30,55.9
Columbus Blue Jackets,2014/12/01  vs. FLA,FLA,1,1,0,0,0,2,2,1,23,25,0,2,0,3,1,66.7,31,25,55.4
Columbus Blue Jackets,2014/12/04  @ FLA,FLA,1,1,0,0,0,2,3,3,20,55,0,1,0,5,1,80,28,47,37.3
Columbus Blue Jackets,2015/01/29  @ FLA,FLA,1,0,1,0,0,0,2,3,33,31,0,2,0,3,0,100,22,24,47.8
Columbus Blue Jackets,2014/10/26  @ LAK,LAK,1,0,1,0,0,0,2,5,24,27,1,3,33.3,4,1,75,29,40,42
Columbus Blue Jackets,2015/02/09  vs. LAK,LAK,1,0,1,0,0,0,3,4,26,44,0,1,0,1,0,100,36,23,61
Columbus Blue Jackets,2014/12/31  vs. MIN,MIN,1,1,0,0,0,2,3,1,26,29,1,2,50,4,1,75,34,28,54.8
Columbus Blue Jackets,2015/01/19  @ MIN,MIN,1,1,0,0,0,2,3,1,23,26,1,2,50,4,1,75,27,27,50
Columbus Blue Jackets,2015/01/14  vs. MTL,MTL,1,0,1,0,0,0,2,3,16,31,1,1,100,7,3,57.1,24,35,40.7
Columbus Blue Jackets,2015/02/21  @ MTL,MTL,1,0,1,0,0,0,1,3,32,24,0,4,0,3,1,66.7,32,26,55.2
Columbus Blue Jackets,2015/02/26  vs. MTL,MTL,1,0,1,0,0,0,2,5,27,27,0,2,0,2,0,100,26,24,52
Columbus Blue Jackets,2014/11/01  @ NJD,NJD,1,0,1,0,0,0,2,3,34,29,1,4,25,6,2,66.7,28,32,46.7
Columbus Blue Jackets,2015/02/28  vs. NJD,NJD,1,0,1,0,0,0,0,2,33,19,0,3,0,4,0,100,33,17,66
Columbus Blue Jackets,2015/03/06  @ NJD,NJD,1,1,0,0,0,2,3,2,24,23,0,2,0,5,1,80,36,26,58.1
Columbus Blue Jackets,2015/03/31  vs. NJD,NJD,1,1,0,0,0,2,3,2,31,26,1,4,25,2,1,50,29,17,63
Columbus Blue Jackets,2014/11/29  @ NSH,NSH,1,0,1,0,0,0,1,2,22,42,1,4,25,4,0,100,35,31,53
Columbus Blue Jackets,2014/12/22  vs. NSH,NSH,1,0,1,0,0,0,1,5,31,35,1,2,50,4,0,100,28,36,43.8
Columbus Blue Jackets,2015/01/10  vs. NYI,NYI,1,0,1,0,0,0,2,5,18,40,1,3,33.3,6,0,100,26,25,51
Columbus Blue Jackets,2015/02/14  @ NYI,NYI,1,0,1,0,0,0,3,6,37,46,0,4,0,4,0,100,35,30,53.8
Columbus Blue Jackets,2015/04/02  vs. NYI,NYI,1,1,0,0,0,2,3,3,39,28,0,2,0,2,0,100,32,30,51.6
Columbus Blue Jackets,2015/04/11  @ NYI,NYI,1,1,0,0,0,2,4,4,37,52,1,3,33.3,3,0,100,31,36,46.3
Columbus Blue Jackets,2014/10/11  vs. NYR,NYR,1,1,0,0,0,2,5,2,24,26,0,4,0,3,0,100,31,30,50.8
Columbus Blue Jackets,2015/01/16  vs. NYR,NYR,1,0,1,0,0,0,1,2,36,26,0,3,0,1,0,100,25,26,49
Columbus Blue Jackets,2015/02/22  @ NYR,NYR,1,0,0,0,1,1,3,3,30,37,0,3,0,4,0,100,31,36,46.3
Columbus Blue Jackets,2015/04/06  @ NYR,NYR,1,0,0,0,1,1,3,4,32,42,0,3,0,3,0,100,26,39,40
Columbus Blue Jackets,2014/10/18  @ OTT,OTT,1,0,1,0,0,0,2,3,40,35,0,3,0,2,0,100,33,29,53.2
Columbus Blue Jackets,2014/10/28  vs. OTT,OTT,1,0,1,0,0,0,2,5,38,34,1,6,16.7,4,2,50,35,30,53.8
Columbus Blue Jackets,2015/02/07  @ OTT,OTT,1,1,0,0,0,2,4,1,33,35,0,1,0,3,0,100,23,29,44.2
Columbus Blue Jackets,2014/11/14  @ PHI,PHI,1,1,0,0,0,2,4,3,38,27,3,4,75,3,2,33.3,27,34,44.3
Columbus Blue Jackets,2014/11/22  @ PHI,PHI,1,0,1,0,0,0,2,4,22,37,1,3,33.3,4,1,75,20,36,35.7
Columbus Blue Jackets,2014/12/09  vs. PHI,PHI,1,1,0,0,0,2,3,2,24,21,2,4,50,4,1,75,27,27,50
Columbus Blue Jackets,2015/02/13  vs. PHI,PHI,1,1,0,0,0,2,4,3,33,25,0,1,0,3,1,66.7,18,29,38.3
Columbus Blue Jackets,2015/02/17  @ PHI,PHI,1,1,0,0,0,2,5,2,25,44,1,1,100,2,0,100,24,32,42.9
Columbus Blue Jackets,2014/12/13  vs. PIT,PIT,1,1,0,0,0,2,3,3,27,36,1,5,20,4,0,100,32,29,52.5
Columbus Blue Jackets,2015/02/19  @ PIT,PIT,1,1,0,0,0,2,2,1,30,30,0,4,0,2,0,100,29,27,51.8
Columbus Blue Jackets,2015/03/01  @ PIT,PIT,1,0,1,0,0,0,3,5,25,41,1,3,33.3,6,3,50,35,38,47.9
Columbus Blue Jackets,2015/04/04  vs. PIT,PIT,1,1,0,0,0,2,5,3,35,36,0,3,0,3,0,100,36,31,53.7
Columbus Blue Jackets,2014/10/23  @ SJS,SJS,1,1,0,0,0,2,5,4,28,37,1,5,20,5,1,80,33,33,50
Columbus Blue Jackets,2014/11/15  vs. SJS,SJS,1,1,0,0,0,2,2,1,28,37,1,3,33.3,3,0,100,32,22,59.3
Columbus Blue Jackets,2015/02/06  vs. STL,STL,1,1,0,0,0,2,7,1,33,33,0,0,0,4,1,75,29,32,47.5
Columbus Blue Jackets,2015/03/28  @ STL,STL,1,1,0,0,0,2,4,2,17,31,1,2,50,6,1,83.3,30,30,50
Columbus Blue Jackets,2014/11/08  vs. TBL,TBL,1,0,1,0,0,0,4,7,32,38,3,5,60,3,2,33.3,38,27,58.5
Columbus Blue Jackets,2014/12/06  @ TBL,TBL,1,1,0,0,0,2,3,1,20,34,1,4,25,2,0,100,26,28,48.1
Columbus Blue Jackets,2015/01/31  @ TBL,TBL,1,0,1,0,0,0,1,3,35,34,0,3,0,4,0,100,24,33,42.1
Columbus Blue Jackets,2014/10/31  vs. TOR,TOR,1,0,1,0,0,0,1,4,29,27,1,4,25,2,1,50,29,41,41.4
Columbus Blue Jackets,2015/01/09  @ TOR,TOR,1,0,1,0,0,0,2,5,20,32,1,2,50,4,2,50,33,34,49.3
Columbus Blue Jackets,2015/04/08  vs. TOR,TOR,1,1,0,0,0,2,5,0,33,35,1,2,50,4,0,100,28,29,49.1
Columbus Blue Jackets,2014/11/28  vs. VAN,VAN,1,0,1,0,0,0,0,5,31,30,0,3,0,2,0,100,35,31,53
Columbus Blue Jackets,2015/03/19  @ VAN,VAN,1,1,0,0,0,2,6,2,33,40,1,1,100,2,0,100,35,26,57.4
Columbus Blue Jackets,2014/11/25  vs. WPG,WPG,1,0,1,0,0,0,2,4,34,32,1,5,20,4,2,50,35,32,52.2
Columbus Blue Jackets,2015/01/21  @ WPG,WPG,1,0,1,0,0,0,0,4,29,29,0,4,0,3,0,100,27,36,42.9
Columbus Blue Jackets,2014/11/11  @ WSH,WSH,1,0,1,0,0,0,2,4,26,32,0,4,0,5,1,80,25,41,37.9
Columbus Blue Jackets,2014/12/11  @ WSH,WSH,1,1,0,0,0,2,3,2,23,41,1,3,33.3,6,1,83.3,26,36,41.9
Columbus Blue Jackets,2014/12/18  vs. WSH,WSH,1,0,0,0,1,1,4,5,26,36,2,4,50,3,0,100,34,28,54.8
Columbus Blue Jackets,2015/01/27  vs. WSH,WSH,1,1,0,0,0,2,4,3,30,28,0,5,0,3,0,100,30,23,56.6
Columbus Blue Jackets,2015/03/03  vs. WSH,WSH,1,0,1,0,0,0,3,5,30,33,1,2,50,2,1,50,28,31,47.4
Dallas Stars,2014/10/31  vs. ANA,ANA,1,0,0,0,1,1,1,2,22,24,0,6,0,4,0,100,31,40,43.7
Dallas Stars,2015/03/01  vs. ANA,ANA,1,0,1,0,0,0,1,3,40,22,1,3,33.3,1,0,100,32,34,48.5
Dallas Stars,2015/04/08  @ ANA,ANA,1,1,0,0,0,2,4,0,32,19,1,3,33.3,1,0,100,35,30,53.8
Dallas Stars,2014/11/11  @ ARI,ARI,1,1,0,0,0,2,4,3,32,37,1,4,25,6,0,100,37,35,51.4
Dallas Stars,2014/11/20  vs. ARI,ARI,1,1,0,0,0,2,3,1,27,27,0,2,0,2,1,50,29,37,43.9
Dallas Stars,2014/12/31  vs. ARI,ARI,1,1,0,0,0,2,6,0,31,32,1,2,50,3,0,100,35,25,58.3
Dallas Stars,2015/01/20  vs. BOS,BOS,1,0,1,0,0,0,1,3,37,27,0,6,0,4,1,75,30,28,51.7
Dallas Stars,2015/02/10  @ BOS,BOS,1,1,0,0,0,2,5,3,32,44,0,1,0,3,0,100,29,34,46
Dallas Stars,2015/02/07  @ BUF,BUF,1,0,1,0,0,0,2,3,40,24,1,2,50,2,1,50,33,33,50
Dallas Stars,2015/03/23  vs. BUF,BUF,1,1,0,0,0,2,4,3,39,28,1,3,33.3,3,1,66.7,40,25,61.5
Dallas Stars,2014/11/18  vs. CAR,CAR,1,0,1,0,0,0,4,6,27,25,0,2,0,3,1,66.7,29,47,38.2
Dallas Stars,2015/03/12  @ CAR,CAR,1,1,0,0,0,2,5,3,32,18,0,1,0,2,0,100,24,26,48
Dallas Stars,2014/10/14  @ CBJ,CBJ,1,1,0,0,0,2,4,2,35,35,0,1,0,4,1,75,32,42,43.2
Dallas Stars,2015/01/06  vs. CBJ,CBJ,1,0,1,0,0,0,2,4,26,20,0,5,0,5,1,80,33,26,55.9
Dallas Stars,2014/12/19  @ CGY,CGY,1,1,0,0,0,2,2,1,21,22,0,1,0,4,0,100,35,29,54.7
Dallas Stars,2015/03/25  @ CGY,CGY,1,1,0,0,0,2,3,3,30,34,1,7,14.3,4,0,100,35,35,50
Dallas Stars,2015/03/30  vs. CGY,CGY,1,0,1,0,0,0,3,5,36,25,1,4,25,3,1,66.7,46,27,63
Dallas Stars,2014/10/09  vs. CHI,CHI,1,0,0,0,1,1,2,2,34,26,1,6,16.7,5,1,80,36,30,54.5
Dallas Stars,2014/11/16  @ CHI,CHI,1,0,1,0,0,0,2,6,24,47,0,1,0,4,1,75,36,37,49.3
Dallas Stars,2015/01/04  @ CHI,CHI,1,0,0,0,1,1,4,5,34,38,0,0,0,3,1,66.7,30,25,54.5
Dallas Stars,2015/01/18  @ CHI,CHI,1,1,0,0,0,2,6,3,34,41,1,2,50,3,1,66.7,37,34,52.1
Dallas Stars,2015/03/21  vs. CHI,CHI,1,1,0,0,0,2,4,0,29,33,2,3,66.7,2,0,100,21,29,42
Dallas Stars,2014/11/29  @ COL,COL,1,0,1,0,0,0,2,5,24,47,0,3,0,7,2,71.4,35,32,52.2
Dallas Stars,2015/01/10  @ COL,COL,1,0,1,0,0,0,3,4,40,30,0,6,0,3,0,100,34,35,49.3
Dallas Stars,2015/02/03  vs. COL,COL,1,0,0,0,1,1,2,2,32,24,1,3,33.3,2,0,100,38,27,58.5
Dallas Stars,2015/02/14  @ COL,COL,1,0,1,0,0,0,1,4,25,30,0,3,0,1,0,100,33,43,43.4
Dallas Stars,2015/02/27  vs. COL,COL,1,0,0,0,1,1,4,4,36,23,0,3,0,3,0,100,24,39,38.1
Dallas Stars,2014/12/04  @ DET,DET,1,0,1,0,0,0,2,5,24,29,1,3,33.3,3,1,66.7,29,37,43.9
Dallas Stars,2015/02/21  vs. DET,DET,1,0,0,0,1,1,6,7,34,36,1,2,50,3,1,66.7,44,30,59.5
Dallas Stars,2014/11/25  vs. EDM,EDM,1,1,0,0,0,2,3,2,34,37,0,4,0,2,0,100,41,33,55.4
Dallas Stars,2014/12/21  @ EDM,EDM,1,1,0,0,0,2,5,5,45,29,1,3,33.3,1,1,0,29,39,42.6
Dallas Stars,2015/03/27  @ EDM,EDM,1,0,1,0,0,0,0,4,29,28,0,3,0,1,0,100,43,19,69.4
Dallas Stars,2015/02/13  vs. FLA,FLA,1,1,0,0,0,2,2,0,28,37,0,3,0,2,0,100,33,33,50
Dallas Stars,2015/03/05  @ FLA,FLA,1,1,0,0,0,2,3,3,32,24,0,2,0,2,0,100,41,29,58.6
Dallas Stars,2014/11/04  vs. LAK,LAK,1,0,1,0,0,0,1,3,34,30,0,4,0,5,0,100,30,37,44.8
Dallas Stars,2014/11/13  @ LAK,LAK,1,1,0,0,0,2,2,0,27,27,0,4,0,3,0,100,32,33,49.2
Dallas Stars,2014/11/22  vs. LAK,LAK,1,1,0,0,0,2,5,4,23,41,2,6,33.3,5,1,80,38,31,55.1
Dallas Stars,2014/11/01  @ MIN,MIN,1,0,1,0,0,0,1,4,20,30,0,4,0,4,2,50,27,25,51.9
Dallas Stars,2014/11/15  vs. MIN,MIN,1,0,1,0,0,0,1,2,28,22,0,2,0,1,0,100,29,27,51.8
Dallas Stars,2014/11/28  vs. MIN,MIN,1,0,0,0,1,1,4,5,45,34,0,3,0,1,0,100,45,30,60
Dallas Stars,2015/01/03  vs. MIN,MIN,1,1,0,0,0,2,7,1,35,22,1,5,20,4,1,75,38,31,55.1
Dallas Stars,2015/02/22  @ MIN,MIN,1,0,1,0,0,0,2,6,20,35,1,3,33.3,2,1,50,41,31,56.9
Dallas Stars,2014/12/06  vs. MTL,MTL,1,1,0,0,0,2,4,1,29,17,2,6,33.3,2,0,100,35,31,53
Dallas Stars,2015/01/27  @ MTL,MTL,1,0,1,0,0,0,2,3,42,26,1,5,20,5,1,80,30,35,46.2
Dallas Stars,2014/10/24  @ NJD,NJD,1,1,0,0,0,2,2,2,37,27,1,2,50,0,0,0,36,35,50.7
Dallas Stars,2014/12/13  vs. NJD,NJD,1,1,0,0,0,2,4,3,36,31,0,2,0,2,1,50,40,27,59.7
Dallas Stars,2014/10/11  @ NSH,NSH,1,0,1,0,0,0,1,4,18,33,0,1,0,3,0,100,29,29,50
Dallas Stars,2014/11/06  vs. NSH,NSH,1,0,1,0,0,0,2,3,35,33,0,1,0,3,2,33.3,41,26,61.2
Dallas Stars,2015/01/08  @ NSH,NSH,1,0,0,0,1,1,2,3,20,24,0,3,0,2,0,100,31,32,49.2
Dallas Stars,2015/04/04  @ NSH,NSH,1,1,0,0,0,2,4,3,24,36,1,1,100,2,0,100,35,31,53
Dallas Stars,2015/04/11  vs. NSH,NSH,1,1,0,0,0,2,4,1,25,25,1,3,33.3,2,0,100,31,26,54.4
Dallas Stars,2014/10/25  @ NYI,NYI,1,0,1,0,0,0,5,7,31,29,1,5,20,2,0,100,28,36,43.8
Dallas Stars,2015/03/03  vs. NYI,NYI,1,1,0,0,0,2,3,2,35,37,0,5,0,3,0,100,39,30,56.5
Dallas Stars,2014/12/29  vs. NYR,NYR,1,1,0,0,0,2,3,2,27,30,1,4,25,2,1,50,36,30,54.5
Dallas Stars,2015/02/08  @ NYR,NYR,1,1,0,0,0,2,3,2,25,36,1,3,33.3,3,1,66.7,41,28,59.4
Dallas Stars,2015/01/13  vs. OTT,OTT,1,1,0,0,0,2,5,4,29,41,1,3,33.3,3,2,33.3,42,27,60.9
Dallas Stars,2015/01/29  @ OTT,OTT,1,1,0,0,0,2,6,3,41,28,2,3,66.7,5,1,80,39,27,59.1
Dallas Stars,2014/10/18  vs. PHI,PHI,1,0,0,0,1,1,5,6,23,37,2,3,66.7,5,2,60,27,42,39.1
Dallas Stars,2015/03/10  @ PHI,PHI,1,1,0,0,0,2,2,1,39,26,0,3,0,3,0,100,25,27,48.1
Dallas Stars,2014/10/16  @ PIT,PIT,1,1,0,0,0,2,3,2,28,29,1,4,25,4,2,50,28,32,46.7
Dallas Stars,2015/03/19  vs. PIT,PIT,1,1,0,0,0,2,2,1,26,32,0,4,0,4,1,75,41,24,63.1
