Team,Game,Opp Team,GP,W,L,T,OT,P,GF,GA,SF,SA,PPG,PP Opp,PP%,TS,PPGA,PK%,FOW,FOL,FOW%
"Calgary Flames","2014/01/22  vs. PHX","PHX","1","1","0","0","0","2","3","2","26","32","0","2","0.0","2","0","100.0","34","31","52.3"
"Anaheim Ducks","2013/10/18  vs. PHX","PHX","1","1","0","0","0","2","2","2","39","32","0","4","0.0","6","0","100.0","27","43","38.6"
"Tampa Bay Lightning","2013/12/15  @ DET","DET","1","1","0","0","0","2","3","0","26","28","0","3","0.0","3","0","100.0","28","28","50.0"
"Philadelphia Flyers","2014/03/05  vs. WSH","WSH","1","1","0","0","0","2","6","4","30","25","1","2","50.0","4","3","25.0","39","23","62.9"
"Carolina Hurricanes","2013/12/01  vs. VAN","VAN","1","0","1","0","0","0","2","3","31","30","0","6","0.0","3","1","66.7","36","34","51.4"
"Nashville Predators","2014/03/27  vs. BUF","BUF","1","1","0","0","0","2","6","1","34","33","1","3","33.3","3","0","100.0","36","32","52.9"
"New York Islanders","2013/12/07  @ LAK","LAK","1","0","1","0","0","0","0","3","16","24","0","4","0.0","5","0","100.0","20","26","43.5"
"Minnesota Wild","2013/11/15  vs. FLA","FLA","1","1","0","0","0","2","3","2","20","24","1","3","33.3","3","0","100.0","27","25","51.9"
"Boston Bruins","2013/12/05  @ MTL","MTL","1","0","1","0","0","0","1","2","33","27","0","2","0.0","4","0","100.0","32","41","43.8"
"Anaheim Ducks","2013/12/07  @ STL","STL","1","1","0","0","0","2","5","2","23","28","1","2","50.0","5","0","100.0","30","37","44.8"
"Montréal Canadiens","2014/03/06  @ PHX","PHX","1","0","1","0","0","0","2","5","26","23","1","5","20.0","3","2","33.3","24","25","49.0"
"Minnesota Wild","2013/10/26  @ CHI","CHI","1","1","0","0","0","2","5","3","25","36","1","5","20.0","7","1","85.7","28","29","49.1"
"Anaheim Ducks","2014/03/05  vs. MTL","MTL","1","0","0","0","1","1","3","3","42","31","1","6","16.7","5","0","100.0","37","38","49.3"
"Chicago Blackhawks","2013/12/08  vs. FLA","FLA","1","1","0","0","0","2","6","2","32","35","3","4","75.0","5","0","100.0","35","32","52.2"
"Dallas Stars","2013/12/19  vs. VAN","VAN","1","1","0","0","0","2","4","1","26","28","0","4","0.0","3","0","100.0","23","28","45.1"
"Philadelphia Flyers","2014/03/28  vs. TOR","TOR","1","1","0","0","0","2","4","2","29","34","2","5","40.0","4","0","100.0","34","29","54.0"
"Buffalo Sabres","2014/01/12  @ WSH","WSH","1","1","0","0","0","2","1","1","31","29","1","5","20.0","2","0","100.0","33","30","52.4"
"Buffalo Sabres","2013/10/31  @ NYR","NYR","1","0","1","0","0","0","0","2","29","46","0","1","0.0","3","1","66.7","29","30","49.2"
"Minnesota Wild","2014/03/09  vs. STL","STL","1","0","0","0","1","1","2","2","19","22","0","3","0.0","2","1","50.0","28","35","44.4"
"Philadelphia Flyers","2014/01/25  vs. BOS","BOS","1","0","1","0","0","0","1","6","26","33","1","2","50.0","5","3","40.0","27","40","40.3"
"Vancouver Canucks","2013/10/19  @ PIT","PIT","1","0","0","0","1","1","3","3","39","28","0","1","0.0","4","1","75.0","24","31","43.6"
"Phoenix Coyotes","2014/01/02  vs. CBJ","CBJ","1","0","1","0","0","0","0","2","34","31","0","5","0.0","4","2","50.0","24","27","47.1"
"Edmonton Oilers","2013/12/15  @ ANA","ANA","1","0","1","0","0","0","2","3","25","34","0","2","0.0","2","0","100.0","31","25","55.4"
"New Jersey Devils","2014/01/07  vs. PHI","PHI","1","0","0","0","1","1","2","3","33","28","0","3","0.0","5","1","80.0","26","35","42.6"
"Pittsburgh Penguins","2014/03/11  vs. WSH","WSH","1","1","0","0","0","2","2","0","34","32","0","2","0.0","2","0","100.0","32","15","68.1"
"Washington Capitals","2014/03/20  @ LAK","LAK","1","0","0","0","1","1","1","1","22","28","0","3","0.0","3","0","100.0","29","33","46.8"
"Los Angeles Kings","2013/12/10  @ MTL","MTL","1","1","0","0","0","2","6","0","30","31","1","2","50.0","4","0","100.0","31","25","55.4"
"Washington Capitals","2013/12/15  vs. PHI","PHI","1","1","0","0","0","2","4","4","33","28","1","5","20.0","4","0","100.0","40","29","58.0"
"New York Rangers","2014/03/13  @ MIN","MIN","1","0","1","0","0","0","1","2","30","26","1","3","33.3","3","0","100.0","29","40","42.0"
"Vancouver Canucks","2013/12/30  vs. PHI","PHI","1","0","0","0","1","1","3","3","44","27","0","4","0.0","2","0","100.0","37","34","52.1"
"Vancouver Canucks","2013/10/24  @ NJD","NJD","1","1","0","0","0","2","2","2","21","30","0","2","0.0","3","1","66.7","33","25","56.9"
"St. Louis Blues","2014/04/11  @ DAL","DAL","1","0","1","0","0","0","0","3","22","40","0","2","0.0","5","1","80.0","31","29","51.7"
"Toronto Maple Leafs","2014/03/18  @ DET","DET","1","0","1","0","0","0","2","3","33","31","1","4","25.0","4","0","100.0","28","36","43.8"
"St. Louis Blues","2014/03/17  vs. WPG","WPG","1","1","0","0","0","2","3","1","25","17","1","3","33.3","1","0","100.0","35","24","59.3"
"Winnipeg Jets","2013/11/21  vs. CHI","CHI","1","0","1","0","0","0","3","6","25","33","2","4","50.0","4","1","75.0","23","40","36.5"
"Boston Bruins","2014/01/30  vs. MTL","MTL","1","0","1","0","0","0","1","4","35","33","0","3","0.0","4","1","75.0","30","32","48.4"
"Washington Capitals","2014/01/12  vs. BUF","BUF","1","0","0","0","1","1","1","1","29","31","0","2","0.0","5","1","80.0","30","33","47.6"
"Nashville Predators","2014/03/28  @ DAL","DAL","1","0","1","0","0","0","3","7","28","29","0","1","0.0","1","1","0.0","33","31","51.6"
"Colorado Avalanche","2013/12/14  vs. MIN","MIN","1","0","0","0","1","1","1","1","27","27","0","2","0.0","1","0","100.0","26","24","52.0"
"Los Angeles Kings","2013/11/15  @ NJD","NJD","1","1","0","0","0","2","2","0","21","26","1","3","33.3","2","0","100.0","28","28","50.0"
"Washington Capitals","2013/11/22  vs. MTL","MTL","1","0","1","0","0","0","2","3","27","31","1","2","50.0","5","1","80.0","45","32","58.4"
"Tampa Bay Lightning","2013/10/15  vs. LAK","LAK","1","1","0","0","0","2","5","1","25","31","0","3","0.0","5","0","100.0","25","27","48.1"
"Washington Capitals","2014/02/08  vs. NJD","NJD","1","1","0","0","0","2","3","0","26","25","0","4","0.0","3","0","100.0","28","26","51.8"
"New York Rangers","2013/12/20  vs. NYI","NYI","1","0","1","0","0","0","3","5","24","20","2","7","28.6","4","1","75.0","23","30","43.4"
"Philadelphia Flyers","2013/11/29  vs. WPG","WPG","1","1","0","0","0","2","2","1","34","26","0","4","0.0","6","0","100.0","33","27","55.0"
"Chicago Blackhawks","2014/04/09  vs. MTL","MTL","1","1","0","0","0","2","3","2","28","30","0","2","0.0","0","0","0.0","31","29","51.7"
"Calgary Flames","2013/12/10  vs. BOS","BOS","1","0","1","0","0","0","1","2","27","24","0","2","0.0","3","1","66.7","14","31","31.1"
"New Jersey Devils","2013/10/29  vs. TBL","TBL","1","1","0","0","0","2","2","1","22","17","0","2","0.0","4","1","75.0","30","23","56.6"
"Detroit Red Wings","2014/01/11  @ LAK","LAK","1","1","0","0","0","2","3","1","26","45","0","4","0.0","4","1","75.0","20","45","30.8"
"St. Louis Blues","2014/03/25  @ TOR","TOR","1","1","0","0","0","2","5","3","49","25","1","3","33.3","3","1","66.7","37","26","58.7"
"New York Islanders","2014/04/10  @ MTL","MTL","1","1","0","0","0","2","2","0","30","19","2","3","66.7","3","0","100.0","14","33","29.8"
"St. Louis Blues","2013/11/14  vs. COL","COL","1","1","0","0","0","2","7","3","29","24","3","4","75.0","4","1","75.0","34","30","53.1"
"Anaheim Ducks","2013/10/06  @ WPG","WPG","1","1","0","0","0","2","3","2","34","17","0","4","0.0","3","1","66.7","35","24","59.3"
"New York Rangers","2013/12/29  @ TBL","TBL","1","1","0","0","0","2","4","3","29","40","3","3","100.0","2","1","50.0","31","29","51.7"
"Buffalo Sabres","2013/10/14  vs. MIN","MIN","1","0","1","0","0","0","1","2","23","20","0","4","0.0","3","1","66.7","22","27","44.9"
"Buffalo Sabres","2014/04/06  @ PHI","PHI","1","0","1","0","0","0","2","5","19","37","1","6","16.7","4","1","75.0","30","30","50.0"
"Boston Bruins","2014/04/10  @ WPG","WPG","1","0","0","0","1","1","1","1","33","37","0","4","0.0","1","0","100.0","25","34","42.4"
"Philadelphia Flyers","2014/04/03  vs. CBJ","CBJ","1","0","1","0","0","0","0","2","37","27","0","4","0.0","4","1","75.0","34","22","60.7"
"San Jose Sharks","2014/03/02  @ NJD","NJD","1","1","0","0","0","2","4","2","22","23","0","1","0.0","4","0","100.0","24","24","50.0"
"Florida Panthers","2013/10/19  vs. MIN","MIN","1","1","0","0","0","2","1","1","22","31","1","5","20.0","5","1","80.0","37","32","53.6"
"Anaheim Ducks","2013/10/31  @ BOS","BOS","1","0","0","0","1","1","2","2","23","23","0","4","0.0","2","1","50.0","33","28","54.1"
"Colorado Avalanche","2014/03/14  vs. ANA","ANA","1","0","1","0","0","0","4","6","38","33","2","5","40.0","4","0","100.0","34","36","48.6"
"St. Louis Blues","2013/11/07  vs. CGY","CGY","1","1","0","0","0","2","3","2","27","20","1","3","33.3","6","0","100.0","22","28","44.0"
"Washington Capitals","2014/03/29  vs. BOS","BOS","1","0","1","0","0","0","2","4","33","36","0","3","0.0","4","2","50.0","30","35","46.2"
"St. Louis Blues","2014/04/03  vs. BUF","BUF","1","1","0","0","0","2","2","1","28","25","0","2","0.0","3","1","66.7","33","20","62.3"
"Philadelphia Flyers","2013/10/05  @ MTL","MTL","1","0","1","0","0","0","1","4","23","34","1","5","20.0","9","2","77.8","40","38","51.3"
"Phoenix Coyotes","2014/03/17  @ LAK","LAK","1","1","0","0","0","2","4","3","27","39","1","4","25.0","4","1","75.0","32","37","46.4"
"Chicago Blackhawks","2014/03/28  @ OTT","OTT","1","0","1","0","0","0","3","5","49","29","1","6","16.7","2","1","50.0","44","21","67.7"
"Vancouver Canucks","2013/10/22  @ NYI","NYI","1","1","0","0","0","2","5","4","33","32","0","2","0.0","4","2","50.0","33","27","55.0"
"Calgary Flames","2013/11/18  @ WPG","WPG","1","1","0","0","0","2","4","4","33","47","1","5","20.0","3","1","66.7","30","42","41.7"
"Pittsburgh Penguins","2013/12/27  @ CAR","CAR","1","1","0","0","0","2","4","3","26","34","0","1","0.0","1","0","100.0","26","36","41.9"
"Los Angeles Kings","2013/11/12  @ BUF","BUF","1","0","0","0","1","1","2","2","45","17","0","5","0.0","2","1","50.0","41","34","54.7"
"Minnesota Wild","2014/01/11  vs. COL","COL","1","0","1","0","0","0","2","4","27","18","0","2","0.0","3","0","100.0","29","26","52.7"
"Carolina Hurricanes","2014/01/02  @ WSH","WSH","1","1","0","0","0","2","4","3","33","41","1","4","25.0","1","0","100.0","33","41","44.6"
"Philadelphia Flyers","2013/12/19  vs. CBJ","CBJ","1","1","0","0","0","2","5","4","39","29","0","4","0.0","2","0","100.0","31","28","52.5"
"Boston Bruins","2013/12/07  vs. PIT","PIT","1","1","0","0","0","2","3","2","21","30","0","4","0.0","7","2","71.4","32","21","60.4"
"Minnesota Wild","2014/01/23  vs. CHI","CHI","1","1","0","0","0","2","2","1","19","34","0","4","0.0","1","0","100.0","20","21","48.8"
"Columbus Blue Jackets","2013/10/22  vs. NJD","NJD","1","1","0","0","0","2","4","1","24","25","1","3","33.3","4","1","75.0","35","26","57.4"
"Boston Bruins","2014/03/24  vs. MTL","MTL","1","0","0","0","1","1","1","1","29","22","1","6","16.7","6","1","83.3","34","29","54.0"
"Nashville Predators","2014/03/19  @ VAN","VAN","1","0","1","0","0","0","0","2","30","22","0","4","0.0","1","1","0.0","26","19","57.8"
"Columbus Blue Jackets","2014/03/04  vs. DAL","DAL","1","1","0","0","0","2","4","2","20","33","1","2","50.0","3","1","66.7","39","27","59.1"
"Pittsburgh Penguins","2013/11/23  @ MTL","MTL","1","0","1","0","0","0","2","3","31","29","1","3","33.3","4","0","100.0","23","39","37.1"
"Colorado Avalanche","2014/01/18  @ NSH","NSH","1","1","0","0","0","2","5","4","29","31","1","1","100.0","4","1","75.0","33","29","53.2"
"Carolina Hurricanes","2013/12/05  @ NSH","NSH","1","1","0","0","0","2","5","2","23","22","1","5","20.0","4","0","100.0","23","27","46.0"
"Phoenix Coyotes","2013/10/03  vs. NYR","NYR","1","1","0","0","0","2","4","1","32","24","1","3","33.3","4","1","75.0","26","22","54.2"
"Ottawa Senators","2013/10/29  @ CHI","CHI","1","0","1","0","0","0","5","6","37","40","1","1","100.0","2","1","50.0","37","29","56.1"
"Chicago Blackhawks","2013/12/27  vs. COL","COL","1","1","0","0","0","2","7","2","37","18","1","2","50.0","2","0","100.0","26","30","46.4"
"Columbus Blue Jackets","2013/12/03  vs. TBL","TBL","1","1","0","0","0","2","1","0","21","26","0","1","0.0","2","0","100.0","22","23","48.9"
"Boston Bruins","2014/03/30  @ PHI","PHI","1","1","0","0","0","2","3","3","30","52","1","2","50.0","4","0","100.0","32","41","43.8"
"Florida Panthers","2013/11/05  vs. EDM","EDM","1","0","0","0","1","1","3","4","23","27","0","1","0.0","3","1","66.7","30","25","54.5"
"Pittsburgh Penguins","2013/11/02  @ CBJ","CBJ","1","1","0","0","0","2","3","0","27","19","0","3","0.0","2","0","100.0","28","23","54.9"
"Washington Capitals","2014/01/21  vs. OTT","OTT","1","0","1","0","0","0","0","2","34","26","0","4","0.0","4","1","75.0","29","31","48.3"
"San Jose Sharks","2014/01/09  vs. DET","DET","1","1","0","0","0","2","4","1","26","25","1","4","25.0","4","0","100.0","31","21","59.6"
"New York Islanders","2013/12/28  vs. NJD","NJD","1","0","1","0","0","0","1","2","31","25","0","3","0.0","1","0","100.0","21","20","51.2"
"Los Angeles Kings","2013/10/09  vs. OTT","OTT","1","1","0","0","0","2","4","3","32","25","2","6","33.3","4","1","75.0","43","28","60.6"
"Colorado Avalanche","2013/12/27  @ CHI","CHI","1","0","1","0","0","0","2","7","18","37","0","2","0.0","2","1","50.0","30","26","53.6"
"Columbus Blue Jackets","2013/11/07  vs. NYR","NYR","1","0","1","0","0","0","2","4","34","34","0","2","0.0","3","1","66.7","38","29","56.7"
"Calgary Flames","2014/03/05  vs. OTT","OTT","1","1","0","0","0","2","4","1","28","31","2","7","28.6","5","0","100.0","37","33","52.8"
"Edmonton Oilers","2014/01/10  vs. PIT","PIT","1","1","0","0","0","2","4","3","31","28","2","4","50.0","4","1","75.0","32","28","53.3"
"Dallas Stars","2013/12/21  @ SJS","SJS","1","0","0","0","1","1","2","2","46","39","0","2","0.0","3","0","100.0","33","26","55.9"
"Minnesota Wild","2013/11/03  vs. NJD","NJD","1","1","0","0","0","2","4","0","20","19","1","3","33.3","3","0","100.0","39","15","72.2"
"Nashville Predators","2013/11/02  @ LAK","LAK","1","1","0","0","0","2","4","3","17","38","2","3","66.7","3","1","66.7","30","35","46.2"
"Tampa Bay Lightning","2013/12/10  @ WSH","WSH","1","0","0","0","1","1","5","5","42","31","2","5","40.0","5","3","40.0","22","36","37.9"
"Winnipeg Jets","2014/01/02  @ OTT","OTT","1","0","1","0","0","0","3","4","35","29","0","0","0.0","2","0","100.0","25","34","42.4"
"San Jose Sharks","2013/10/03  vs. VAN","VAN","1","1","0","0","0","2","4","1","35","22","0","8","0.0","6","1","83.3","32","35","47.8"
"Buffalo Sabres","2013/11/02  vs. ANA","ANA","1","0","1","0","0","0","3","6","17","29","1","2","50.0","3","0","100.0","26","32","44.8"
"Edmonton Oilers","2013/11/09  @ PHI","PHI","1","0","1","0","0","0","2","4","26","34","1","4","25.0","4","0","100.0","36","31","53.7"
"Phoenix Coyotes","2013/11/25  @ NSH","NSH","1","0","1","0","0","0","2","4","31","29","0","1","0.0","0","0","0.0","23","30","43.4"
"St. Louis Blues","2014/03/19  @ CHI","CHI","1","0","1","0","0","0","0","4","23","30","0","3","0.0","3","2","33.3","27","34","44.3"
"Winnipeg Jets","2013/10/04  vs. LAK","LAK","1","1","0","0","0","2","5","3","33","36","1","6","16.7","5","2","60.0","23","40","36.5"
"Tampa Bay Lightning","2014/01/07  @ WPG","WPG","1","1","0","0","0","2","4","2","33","14","1","6","16.7","5","2","60.0","41","35","53.9"
"Colorado Avalanche","2014/03/19  @ WPG","WPG","1","0","0","0","1","1","4","5","27","27","0","1","0.0","2","1","50.0","28","30","48.3"
"Edmonton Oilers","2014/01/07  vs. STL","STL","1","0","1","0","0","0","2","5","18","30","0","0","0.0","3","2","33.3","29","32","47.5"
"Colorado Avalanche","2013/12/16  vs. DAL","DAL","1","1","0","0","0","2","6","2","48","33","0","5","0.0","5","0","100.0","28","24","53.8"
"Dallas Stars","2014/01/16  vs. BOS","BOS","1","0","1","0","0","0","2","4","34","41","1","6","16.7","4","1","75.0","33","40","45.2"
"Columbus Blue Jackets","2014/03/13  vs. SJS","SJS","1","0","0","0","1","1","3","3","38","27","0","3","0.0","3","1","66.7","31","33","48.4"
"Dallas Stars","2014/04/01  @ WSH","WSH","1","1","0","0","0","2","5","0","36","35","0","4","0.0","5","0","100.0","27","33","45.0"
"Montréal Canadiens","2013/11/30  vs. TOR","TOR","1","1","0","0","0","2","4","2","39","36","1","2","50.0","4","0","100.0","40","36","52.6"
"New Jersey Devils","2014/04/10  @ OTT","OTT","1","0","0","0","1","1","1","1","39","32","0","2","0.0","3","0","100.0","20","27","42.6"
"Detroit Red Wings","2013/12/12  @ TBL","TBL","1","0","0","0","1","1","1","1","29","27","0","4","0.0","4","0","100.0","36","31","53.7"
"San Jose Sharks","2013/10/21  @ DET","DET","1","1","0","0","0","2","0","0","27","24","0","3","0.0","2","0","100.0","36","28","56.3"
"Los Angeles Kings","2013/11/07  vs. BUF","BUF","1","1","0","0","0","2","2","0","28","19","2","5","40.0","4","0","100.0","26","27","49.1"
"Washington Capitals","2013/12/30  @ OTT","OTT","1","0","1","0","0","0","1","3","35","38","0","2","0.0","4","0","100.0","27","32","45.8"
"Columbus Blue Jackets","2013/12/21  vs. PHI","PHI","1","1","0","0","0","2","6","3","29","36","1","4","25.0","5","0","100.0","41","39","51.2"
"Washington Capitals","2014/04/13  vs. TBL","TBL","1","0","0","0","1","1","0","0","18","32","0","1","0.0","1","0","100.0","25","22","53.2"
"Colorado Avalanche","2014/04/06  vs. PIT","PIT","1","0","0","0","1","1","2","2","41","32","0","5","0.0","2","1","50.0","36","22","62.1"
"New York Rangers","2013/12/31  @ FLA","FLA","1","1","0","0","0","2","1","1","31","22","0","3","0.0","4","0","100.0","28","29","49.1"
"Calgary Flames","2013/10/19  @ SJS","SJS","1","0","1","0","0","0","3","6","19","36","1","6","16.7","9","3","66.7","30","40","42.9"
"St. Louis Blues","2014/03/29  vs. DAL","DAL","1","0","1","0","0","0","2","4","35","27","2","4","50.0","3","0","100.0","37","26","58.7"
"Washington Capitals","2013/12/07  vs. NSH","NSH","1","1","0","0","0","2","5","2","33","36","1","4","25.0","1","0","100.0","34","30","53.1"
"Anaheim Ducks","2014/04/02  vs. EDM","EDM","1","1","0","0","0","2","3","2","26","32","0","3","0.0","3","1","66.7","35","27","56.5"
"Dallas Stars","2014/03/01  vs. TBL","TBL","1","0","1","0","0","0","2","4","41","21","0","3","0.0","2","0","100.0","36","33","52.2"
"Montréal Canadiens","2014/04/05  vs. DET","DET","1","1","0","0","0","2","5","3","26","37","0","3","0.0","5","2","60.0","26","30","46.4"
"Boston Bruins","2013/11/30  vs. CBJ","CBJ","1","1","0","0","0","2","3","1","36","14","1","6","16.7","2","1","50.0","34","22","60.7"
"New York Rangers","2013/10/16  @ WSH","WSH","1","1","0","0","0","2","2","0","36","22","0","3","0.0","4","0","100.0","31","37","45.6"
"Toronto Maple Leafs","2014/01/09  @ CAR","CAR","1","0","1","0","0","0","1","6","26","36","0","2","0.0","6","2","66.7","27","36","42.9"
"St. Louis Blues","2014/01/20  @ DET","DET","1","1","0","0","0","2","4","1","39","23","1","5","20.0","6","1","83.3","25","39","39.1"
"Toronto Maple Leafs","2014/01/28  vs. TBL","TBL","1","1","0","0","0","2","3","2","26","42","0","3","0.0","3","0","100.0","37","31","54.4"
"New York Rangers","2013/12/05  @ BUF","BUF","1","1","0","0","0","2","3","1","31","28","1","2","50.0","2","0","100.0","41","23","64.1"
"Ottawa Senators","2014/02/06  vs. BUF","BUF","1","1","0","0","0","2","3","2","36","32","0","3","0.0","7","0","100.0","26","29","47.3"
"Anaheim Ducks","2014/01/28  vs. MIN","MIN","1","0","1","0","0","0","2","4","33","33","1","3","33.3","5","1","80.0","32","26","55.2"
"Toronto Maple Leafs","2013/12/08  vs. BOS","BOS","1","0","1","0","0","0","2","5","32","39","0","4","0.0","3","2","33.3","39","33","54.2"
