Team,Game,Opp Team,GP,W,L,T,OT,P,GF,GA,SF,SA,PPG,PP Opp,PP%,TS,PPGA,PK%,FOW,FOL,FOW%
Phoenix Coyotes,2013/03/28  @ NSH,NSH,1,1,0,0,0,2,7,4,29,38,1,2,50,4,0,100,31,23,57.4
Carolina Hurricanes,2013/04/08  @ BOS,BOS,1,0,1,0,0,0,2,6,42,36,0,1,0,2,0,100,39,35,52.7
Detroit Red Wings,2013/01/29  vs. DAL,DAL,1,1,0,0,0,2,4,1,27,26,1,6,16.7,5,0,100,36,24,60
Columbus Blue Jackets,2013/04/21  @ SJS,SJS,1,1,0,0,0,2,4,3,22,35,1,2,50,2,1,50,26,22,54.2
New Jersey Devils,2013/04/06  vs. TOR,TOR,1,0,1,0,0,0,1,2,28,18,0,5,0,5,0,100,19,29,39.6
New York Islanders,2013/03/07  vs. NYR,NYR,1,0,0,0,1,1,1,2,29,37,0,0,0,3,1,66.7,18,23,43.9
Ottawa Senators,2013/04/28  @ BOS,BOS,1,1,0,0,0,2,4,2,22,36,0,2,0,2,1,50,21,36,36.8
Carolina Hurricanes,2013/03/26  vs. WPG,WPG,1,0,1,0,0,0,1,4,39,35,0,3,0,2,1,50,26,25,51
Philadelphia Flyers,2013/03/10  vs. BUF,BUF,1,1,0,0,0,2,3,2,28,20,2,6,33.3,3,0,100,25,27,48.1
San Jose Sharks,2013/02/19  @ STL,STL,1,1,0,0,0,2,2,1,25,26,0,4,0,3,0,100,37,31,54.4
Colorado Avalanche,2013/02/20  vs. STL,STL,1,1,0,0,0,2,1,0,20,33,0,1,0,2,0,100,27,30,47.4
Nashville Predators,2013/01/21  vs. STL,STL,1,0,0,0,1,1,3,3,24,39,2,6,33.3,2,1,50,36,28,56.3
Calgary Flames,2013/01/20  vs. SJS,SJS,1,0,1,0,0,0,1,4,32,29,1,3,33.3,6,2,66.7,27,42,39.1
Calgary Flames,2013/04/26  @ CHI,CHI,1,0,1,0,0,0,1,3,26,38,0,0,0,2,0,100,24,32,42.9
Dallas Stars,2013/04/03  @ ANA,ANA,1,0,1,0,0,0,2,5,25,27,0,0,0,1,1,0,31,30,50.8
Vancouver Canucks,2013/03/10  @ MIN,MIN,1,0,1,0,0,0,2,4,27,32,0,4,0,3,1,66.7,25,29,46.3
New York Rangers,2013/03/08  vs. OTT,OTT,1,0,1,0,0,0,2,3,35,39,0,2,0,3,1,66.7,27,32,45.8
Toronto Maple Leafs,2013/03/12  @ WPG,WPG,1,0,1,0,0,0,2,5,26,34,0,3,0,4,1,75,28,33,45.9
Columbus Blue Jackets,2013/03/03  vs. COL,COL,1,1,0,0,0,2,2,1,34,19,2,5,40,2,0,100,35,34,50.7
Los Angeles Kings,2013/03/09  vs. CGY,CGY,1,1,0,0,0,2,6,2,24,19,1,1,100,4,1,75,32,36,47.1
Ottawa Senators,2013/03/21  vs. BOS,BOS,1,0,1,0,0,0,1,2,28,29,0,0,0,2,0,100,27,34,44.3
Colorado Avalanche,2013/03/23  @ DAL,DAL,1,0,1,0,0,0,2,5,35,31,1,3,33.3,4,1,75,31,34,47.7
New Jersey Devils,2013/03/16  vs. MTL,MTL,1,0,1,0,0,0,1,2,33,22,1,3,33.3,3,0,100,34,46,42.5
Minnesota Wild,2013/03/10  vs. VAN,VAN,1,1,0,0,0,2,4,2,32,27,1,3,33.3,4,0,100,29,25,53.7
Colorado Avalanche,2013/03/10  vs. SJS,SJS,1,1,0,0,0,2,3,2,42,38,1,4,25,5,0,100,32,47,40.5
Florida Panthers,2013/02/16  vs. TBL,TBL,1,0,0,0,1,1,5,6,30,36,0,3,0,4,1,75,30,35,46.2
Chicago Blackhawks,2013/01/20  @ PHX,PHX,1,1,0,0,0,2,6,4,31,29,1,5,20,3,0,100,28,35,44.4
Minnesota Wild,2013/02/09  vs. NSH,NSH,1,1,0,0,0,2,2,1,32,26,1,4,25,6,0,100,37,29,56.1
New Jersey Devils,2013/02/21  @ WSH,WSH,1,1,0,0,0,2,3,2,37,19,1,6,16.7,4,2,50,27,38,41.5
Florida Panthers,2013/02/05  @ WPG,WPG,1,0,0,0,1,1,2,3,19,21,0,2,0,4,1,75,18,26,40.9
Minnesota Wild,2013/03/23  vs. SJS,SJS,1,1,0,0,0,2,2,0,24,33,1,4,25,4,0,100,24,36,40
St. Louis Blues,2013/03/26  vs. EDM,EDM,1,0,1,0,0,0,0,3,43,19,0,2,0,0,0,0,30,23,56.6
Edmonton Oilers,2013/02/12  vs. DAL,DAL,1,0,1,0,0,0,1,4,36,29,0,5,0,3,0,100,30,27,52.6
Toronto Maple Leafs,2013/04/08  vs. NYR,NYR,1,1,0,0,0,2,4,3,28,34,1,2,50,2,0,100,29,33,46.8
Minnesota Wild,2013/04/23  vs. LAK,LAK,1,1,0,0,0,2,2,1,25,23,0,1,0,1,0,100,23,24,48.9
Edmonton Oilers,2013/04/22  vs. ANA,ANA,1,0,1,0,0,0,0,3,24,28,0,3,0,3,1,66.7,24,20,54.5
Montreal Canadiens,2013/02/02  vs. BUF,BUF,1,1,0,0,0,2,6,1,32,31,2,8,25,6,0,100,37,30,55.2
Vancouver Canucks,2013/03/21  @ PHX,PHX,1,1,0,0,0,2,2,1,32,34,0,4,0,4,1,75,32,35,47.8
Anaheim Ducks,2013/02/24  vs. COL,COL,1,1,0,0,0,2,4,3,39,23,3,5,60,5,1,80,30,22,57.7
Philadelphia Flyers,2013/02/18  @ NYI,NYI,1,1,0,0,0,2,7,0,25,19,2,4,50,5,0,100,25,29,46.3
Florida Panthers,2013/04/13  vs. PIT,PIT,1,0,1,0,0,0,1,3,26,22,0,4,0,3,1,66.7,21,31,40.4
Columbus Blue Jackets,2013/01/21  vs. DET,DET,1,0,0,0,1,1,3,3,33,42,2,7,28.6,7,0,100,35,32,52.2
Phoenix Coyotes,2013/03/27  @ MIN,MIN,1,0,0,0,1,1,3,4,27,37,0,2,0,4,0,100,27,36,42.9
Tampa Bay Lightning,2013/04/24  vs. TOR,TOR,1,1,0,0,0,2,5,2,26,28,0,2,0,2,0,100,30,26,53.6
St. Louis Blues,2013/01/24  vs. NSH,NSH,1,1,0,0,0,2,3,0,24,13,1,4,25,4,0,100,27,27,50
Colorado Avalanche,2013/04/15  vs. CBJ,CBJ,1,0,0,0,1,1,3,4,32,30,1,3,33.3,1,0,100,25,40,38.5
Phoenix Coyotes,2013/04/15  vs. SJS,SJS,1,0,1,0,0,0,0,4,35,41,0,3,0,2,1,50,28,44,38.9
Columbus Blue Jackets,2013/03/01  @ CHI,CHI,1,0,0,0,1,1,3,4,22,35,0,1,0,2,0,100,32,25,56.1
Winnipeg Jets,2013/04/20  vs. NYI,NYI,1,0,0,0,1,1,4,4,28,33,1,3,33.3,5,0,100,29,35,45.3
Vancouver Canucks,2013/01/28  @ LAK,LAK,1,0,0,0,1,1,2,2,23,28,0,3,0,4,1,75,30,32,48.4
Philadelphia Flyers,2013/02/16  @ MTL,MTL,1,0,1,0,0,0,1,4,19,29,0,4,0,4,0,100,29,38,43.3
New York Rangers,2013/03/07  @ NYI,NYI,1,1,0,0,0,2,2,1,37,29,1,3,33.3,0,0,0,23,18,56.1
Montreal Canadiens,2013/03/10  @ FLA,FLA,1,1,0,0,0,2,5,2,38,16,2,6,33.3,1,0,100,30,21,58.8
New York Islanders,2013/03/21  vs. MTL,MTL,1,0,1,0,0,0,2,5,27,29,0,4,0,4,2,50,33,32,50.8
Florida Panthers,2013/03/07  @ WSH,WSH,1,0,1,0,0,0,1,7,30,26,0,2,0,3,2,33.3,29,27,51.8
Los Angeles Kings,2013/03/28  @ STL,STL,1,1,0,0,0,2,4,2,40,22,0,4,0,3,1,66.7,32,36,47.1
Washington Capitals,2013/04/13  vs. TBL,TBL,1,1,0,0,0,2,6,5,38,40,2,5,40,2,0,100,39,29,57.4
Winnipeg Jets,2013/01/27  vs. NYI,NYI,1,1,0,0,0,2,5,4,35,25,1,4,25,2,1,50,37,26,58.7
Colorado Avalanche,2013/03/18  vs. CHI,CHI,1,0,1,0,0,0,2,5,19,32,0,1,0,1,0,100,36,26,58.1
Chicago Blackhawks,2013/02/05  @ SJS,SJS,1,1,0,0,0,2,5,3,31,33,0,4,0,3,0,100,34,38,47.2
Carolina Hurricanes,2013/04/25  vs. NYR,NYR,1,0,0,0,1,1,3,4,21,38,1,2,50,3,1,66.7,38,26,59.4
Buffalo Sabres,2013/03/28  @ FLA,FLA,1,0,0,0,1,1,4,4,40,40,1,4,25,5,2,60,27,35,43.5
Minnesota Wild,2013/02/01  @ ANA,ANA,1,0,1,0,0,0,1,3,27,31,0,1,0,2,1,50,30,25,54.5
St. Louis Blues,2013/04/12  @ CBJ,CBJ,1,0,1,0,0,0,1,4,32,19,0,5,0,1,0,100,23,25,47.9
Vancouver Canucks,2013/03/30  @ EDM,EDM,1,0,1,0,0,0,0,4,23,24,0,3,0,3,1,66.7,26,22,54.2
Edmonton Oilers,2013/01/28  vs. COL,COL,1,1,0,0,0,2,4,1,27,38,4,6,66.7,3,0,100,33,25,56.9
Ottawa Senators,2013/01/27  vs. PIT,PIT,1,0,0,0,1,1,1,1,32,34,0,2,0,5,0,100,32,37,46.4
Toronto Maple Leafs,2013/03/09  vs. PIT,PIT,1,0,0,0,1,1,4,4,26,41,2,3,66.7,4,0,100,38,25,60.3
Detroit Red Wings,2013/04/17  @ CGY,CGY,1,0,1,0,0,0,2,3,38,17,0,5,0,1,0,100,27,27,50
New York Rangers,2013/02/14  vs. NYI,NYI,1,0,0,0,1,1,3,3,39,31,1,4,25,1,0,100,44,32,57.9
Detroit Red Wings,2013/01/19  @ STL,STL,1,0,1,0,0,0,0,6,14,36,0,4,0,5,4,20,30,26,53.6
New Jersey Devils,2013/01/19  @ NYI,NYI,1,1,0,0,0,2,2,1,28,19,0,2,0,4,1,75,21,30,41.2
Calgary Flames,2013/02/28  @ COL,COL,1,0,1,0,0,0,4,5,23,36,1,5,20,5,0,100,33,42,44
Dallas Stars,2013/02/02  @ PHX,PHX,1,0,1,0,0,0,0,2,17,34,0,1,0,7,1,85.7,28,31,47.4
Vancouver Canucks,2013/02/04  @ EDM,EDM,1,1,0,0,0,2,3,2,40,25,0,4,0,4,1,75,44,19,69.8
Washington Capitals,2013/02/27  @ PHI,PHI,1,0,1,0,0,0,1,4,24,32,0,3,0,3,2,33.3,34,27,55.7
Chicago Blackhawks,2013/01/27  vs. DET,DET,1,1,0,0,0,2,2,1,27,30,1,3,33.3,6,0,100,31,33,48.4
Dallas Stars,2013/04/09  vs. LAK,LAK,1,1,0,0,0,2,5,1,31,30,0,4,0,5,1,80,33,32,50.8
Philadelphia Flyers,2013/03/18  @ TBL,TBL,1,0,1,0,0,0,2,4,30,27,0,4,0,4,0,100,26,34,43.3
New Jersey Devils,2013/03/07  vs. BUF,BUF,1,1,0,0,0,2,2,2,33,25,1,3,33.3,3,1,66.7,29,25,53.7
Dallas Stars,2013/04/27  vs. DET,DET,1,0,1,0,0,0,0,3,17,37,0,3,0,4,0,100,26,27,49.1
Washington Capitals,2013/01/22  vs. WPG,WPG,1,0,1,0,0,0,2,4,34,39,1,4,25,5,2,60,23,30,43.4
Detroit Red Wings,2013/04/01  vs. COL,COL,1,1,0,0,0,2,3,2,20,24,1,2,50,3,1,66.7,25,29,46.3
Buffalo Sabres,2013/02/26  @ TBL,TBL,1,1,0,0,0,2,2,1,21,31,0,1,0,6,0,100,27,28,49.1
Los Angeles Kings,2013/02/05  @ CBJ,CBJ,1,1,0,0,0,2,4,2,31,20,1,3,33.3,3,0,100,22,34,39.3
New Jersey Devils,2013/03/29  @ TBL,TBL,1,0,0,0,1,1,4,4,25,25,1,5,20,3,0,100,26,28,48.1
Boston Bruins,2013/04/25  vs. TBL,TBL,1,1,0,0,0,2,2,0,24,30,0,1,0,3,0,100,36,20,64.3
Calgary Flames,2013/01/23  @ VAN,VAN,1,0,0,0,1,1,2,2,36,36,1,5,20,4,1,75,29,29,50
San Jose Sharks,2013/03/05  @ VAN,VAN,1,1,0,0,0,2,2,2,30,38,0,3,0,5,0,100,36,31,53.7
San Jose Sharks,2013/03/23  @ MIN,MIN,1,0,1,0,0,0,0,2,33,24,0,4,0,4,1,75,36,24,60
Buffalo Sabres,2013/03/05  @ CAR,CAR,1,0,1,0,0,0,3,4,40,28,1,3,33.3,3,1,66.7,30,37,44.8
Dallas Stars,2013/02/26  @ CBJ,CBJ,1,1,0,0,0,2,5,4,39,20,0,1,0,1,0,100,29,27,51.8
Los Angeles Kings,2013/04/21  vs. DAL,DAL,1,1,0,0,0,2,4,3,31,27,1,6,16.7,4,0,100,42,13,76.4
Chicago Blackhawks,2013/04/19  vs. NSH,NSH,1,1,0,0,0,2,5,4,30,27,2,2,100,3,0,100,35,29,54.7
Buffalo Sabres,2013/03/16  vs. OTT,OTT,1,0,0,0,1,1,3,4,36,34,0,3,0,3,1,66.7,30,35,46.2
Montreal Canadiens,2013/04/04  vs. WPG,WPG,1,1,0,0,0,2,4,1,24,34,2,2,100,3,0,100,25,30,45.5
St. Louis Blues,2013/02/15  @ CGY,CGY,1,1,0,0,0,2,5,2,25,32,2,4,50,4,1,75,25,27,48.1
Anaheim Ducks,2013/04/27  vs. PHX,PHX,1,0,1,0,0,0,3,5,46,31,1,4,25,2,0,100,29,39,42.6
Ottawa Senators,2013/01/30  vs. MTL,MTL,1,1,0,0,0,2,5,1,27,32,2,5,40,6,1,83.3,36,32,52.9
Los Angeles Kings,2013/01/31  vs. NSH,NSH,1,0,0,0,1,1,1,1,24,14,1,6,16.7,3,0,100,29,34,46
New Jersey Devils,2013/04/20  vs. FLA,FLA,1,1,0,0,0,2,6,2,33,13,1,3,33.3,2,1,50,23,26,46.9
Toronto Maple Leafs,2013/02/11  vs. PHI,PHI,1,1,0,0,0,2,5,2,24,46,0,5,0,3,0,100,28,36,43.8
Washington Capitals,2013/04/07  vs. TBL,TBL,1,1,0,0,0,2,4,2,38,30,0,2,0,2,1,50,35,32,52.2
Buffalo Sabres,2013/04/23  @ PIT,PIT,1,1,0,0,0,2,4,2,33,42,0,0,0,3,1,66.7,22,34,39.3
Los Angeles Kings,2013/04/02  @ PHX,PHX,1,0,1,0,0,0,1,3,40,31,0,3,0,3,0,100,24,34,41.4
Boston Bruins,2013/03/02  vs. TBL,TBL,1,1,0,0,0,2,3,2,27,22,2,5,40,8,2,75,37,20,64.9
Chicago Blackhawks,2013/03/16  @ DAL,DAL,1,1,0,0,0,2,8,1,34,19,2,6,33.3,2,1,50,30,27,52.6
Detroit Red Wings,2013/03/24  @ ANA,ANA,1,1,0,0,0,2,2,1,21,34,1,5,20,3,1,66.7,29,32,47.5
Pittsburgh Penguins,2013/02/07  vs. WSH,WSH,1,1,0,0,0,2,5,2,28,25,3,4,75,2,1,50,36,26,58.1
Edmonton Oilers,2013/03/07  @ DET,DET,1,0,1,0,0,0,0,3,22,28,0,0,0,1,0,100,25,36,41
New York Islanders,2013/02/28  vs. TOR,TOR,1,0,0,0,1,1,4,5,27,28,0,0,0,0,0,0,33,26,55.9
Los Angeles Kings,2013/04/11  vs. COL,COL,1,1,0,0,0,2,2,2,37,28,1,4,25,2,0,100,34,25,57.6
New York Islanders,2013/02/24  vs. CAR,CAR,1,0,1,0,0,0,2,4,25,28,0,3,0,3,1,66.7,31,33,48.4
Washington Capitals,2013/03/30  @ BUF,BUF,1,1,0,0,0,2,3,3,38,23,1,4,25,2,1,50,32,29,52.5
Phoenix Coyotes,2013/02/28  vs. MIN,MIN,1,0,1,0,0,0,3,4,28,23,0,3,0,5,1,80,35,23,60.3
Minnesota Wild,2013/03/25  @ DAL,DAL,1,1,0,0,0,2,7,4,42,26,0,2,0,3,1,66.7,28,29,49.1
Dallas Stars,2013/04/19  @ STL,STL,1,0,1,0,0,0,1,2,22,20,0,2,0,3,1,66.7,29,26,52.7
Anaheim Ducks,2013/01/21  @ CGY,CGY,1,1,0,0,0,2,5,4,24,25,0,2,0,3,2,33.3,37,28,56.9
Tampa Bay Lightning,2013/02/19  vs. TOR,TOR,1,1,0,0,0,2,4,2,19,25,1,6,16.7,3,0,100,29,33,46.8
Los Angeles Kings,2013/03/14  @ SJS,SJS,1,0,1,0,0,0,3,4,37,26,1,3,33.3,3,2,33.3,27,41,39.7
St. Louis Blues,2013/04/25  vs. CGY,CGY,1,1,0,0,0,2,4,1,20,19,1,5,20,4,0,100,34,24,58.6
Winnipeg Jets,2013/02/09  @ OTT,OTT,1,1,0,0,0,2,1,0,37,33,0,1,0,3,0,100,34,24,58.6
Phoenix Coyotes,2013/02/14  @ NSH,NSH,1,0,1,0,0,0,0,3,19,29,0,4,0,2,1,50,30,16,65.2
Tampa Bay Lightning,2013/04/21  vs. CAR,CAR,1,0,1,0,0,0,2,3,37,28,1,2,50,4,0,100,37,27,57.8
Buffalo Sabres,2013/03/17  @ WSH,WSH,1,0,1,0,0,0,3,5,30,25,1,3,33.3,4,1,75,23,41,35.9
Boston Bruins,2013/03/30  @ PHI,PHI,1,0,1,0,0,0,1,3,34,22,0,2,0,1,1,0,22,28,44
Chicago Blackhawks,2013/01/22  vs. STL,STL,1,1,0,0,0,2,3,2,27,34,1,3,33.3,2,1,50,34,26,56.7
Washington Capitals,2013/04/04  vs. NYI,NYI,1,1,0,0,0,2,1,1,22,36,0,2,0,2,0,100,28,22,56
Detroit Red Wings,2013/03/28  @ SJS,SJS,1,0,1,0,0,0,0,2,27,24,0,1,0,0,0,0,23,31,42.6
Florida Panthers,2013/01/31  vs. WPG,WPG,1,1,0,0,0,2,6,3,34,25,3,6,50,3,0,100,33,24,57.9
New York Rangers,2013/04/03  vs. PIT,PIT,1,1,0,0,0,2,6,1,39,27,3,4,75,2,0,100,36,28,56.3
Pittsburgh Penguins,2013/03/26  vs. MTL,MTL,1,1,0,0,0,2,1,0,25,37,0,2,0,2,0,100,28,35,44.4
Philadelphia Flyers,2013/01/24  vs. NYR,NYR,1,1,0,0,0,2,2,1,33,19,1,3,33.3,4,1,75,27,33,45
Vancouver Canucks,2013/02/26  vs. PHX,PHX,1,0,1,0,0,0,2,4,31,22,0,2,0,1,0,100,25,36,41
Minnesota Wild,2013/01/29  vs. CBJ,CBJ,1,1,0,0,0,2,3,2,26,19,0,2,0,4,1,75,28,23,54.9
Columbus Blue Jackets,2013/02/18  @ ANA,ANA,1,0,1,0,0,0,2,3,27,29,0,3,0,3,2,33.3,30,33,47.6
Dallas Stars,2013/03/14  vs. ANA,ANA,1,0,0,0,1,1,1,1,34,30,0,5,0,3,0,100,37,29,56.1
Boston Bruins,2013/01/28  @ CAR,CAR,1,1,0,0,0,2,5,3,38,32,2,4,50,6,0,100,38,26,59.4
Los Angeles Kings,2013/04/07  @ ANA,ANA,1,0,0,0,1,1,3,3,38,22,1,2,50,4,1,75,38,31,55.1
Dallas Stars,2013/02/08  vs. ANA,ANA,1,1,0,0,0,2,3,1,28,21,2,5,40,3,0,100,27,26,50.9
Boston Bruins,2013/04/04  vs. NJD,NJD,1,1,0,0,0,2,1,0,26,40,0,1,0,1,0,100,23,28,45.1
Buffalo Sabres,2013/03/19  @ MTL,MTL,1,1,0,0,0,2,3,2,21,34,1,4,25,2,0,100,30,35,46.2
New Jersey Devils,2013/01/31  vs. NYI,NYI,1,0,0,0,1,1,4,5,32,35,0,5,0,4,3,25,26,33,44.1
Philadelphia Flyers,2013/02/09  vs. CAR,CAR,1,1,0,0,0,2,4,3,32,33,0,3,0,3,0,100,37,33,52.8
Philadelphia Flyers,2013/04/27  @ OTT,OTT,1,1,0,0,0,2,2,1,25,44,0,2,0,5,0,100,29,31,48.3
Dallas Stars,2013/01/29  @ DET,DET,1,0,1,0,0,0,1,4,26,27,0,5,0,6,1,83.3,24,36,40
Phoenix Coyotes,2013/03/07  vs. STL,STL,1,0,1,0,0,0,3,6,26,30,1,5,20,3,0,100,26,32,44.8
Ottawa Senators,2013/04/25  @ WSH,WSH,1,1,0,0,0,2,2,1,41,20,1,5,20,1,0,100,28,41,40.6
Columbus Blue Jackets,2013/03/16  vs. PHX,PHX,1,1,0,0,0,2,0,0,23,39,0,2,0,2,0,100,28,27,50.9
New York Rangers,2013/04/08  @ TOR,TOR,1,0,1,0,0,0,3,4,34,28,0,2,0,2,1,50,33,29,53.2
Buffalo Sabres,2013/02/15  vs. BOS,BOS,1,1,0,0,0,2,4,2,26,32,0,3,0,2,1,50,22,31,41.5
New York Rangers,2013/03/12  @ BUF,BUF,1,0,1,0,0,0,1,3,33,22,0,1,0,5,0,100,31,25,55.4
Anaheim Ducks,2013/01/29  @ SJS,SJS,1,0,0,0,1,1,2,2,30,18,0,4,0,2,0,100,23,27,46
Anaheim Ducks,2013/04/21  @ EDM,EDM,1,1,0,0,0,2,3,1,30,28,1,5,20,4,0,100,29,32,47.5
Calgary Flames,2013/01/21  vs. ANA,ANA,1,0,1,0,0,0,4,5,25,24,2,3,66.7,2,0,100,28,37,43.1
St. Louis Blues,2013/03/14  vs. PHX,PHX,1,1,0,0,0,2,3,0,30,28,0,5,0,3,0,100,27,28,49.1
Anaheim Ducks,2013/02/27  vs. NSH,NSH,1,1,0,0,0,2,5,1,28,21,2,3,66.7,2,0,100,23,35,39.7
New York Islanders,2013/01/31  @ NJD,NJD,1,1,0,0,0,2,5,4,35,32,3,4,75,5,0,100,33,26,55.9
New Jersey Devils,2013/04/12  vs. OTT,OTT,1,0,1,0,0,0,0,2,33,11,0,4,0,2,0,100,32,25,56.1
Florida Panthers,2013/02/07  @ PHI,PHI,1,1,0,0,0,2,2,2,24,32,1,4,25,4,1,75,26,31,45.6
Buffalo Sabres,2013/02/05  @ OTT,OTT,1,0,1,0,0,0,3,4,23,24,0,4,0,2,1,50,15,37,28.8
Edmonton Oilers,2013/03/23  vs. STL,STL,1,0,1,0,0,0,0,3,19,25,0,2,0,2,0,100,19,20,48.7
Columbus Blue Jackets,2013/01/28  vs. DAL,DAL,1,1,0,0,0,2,2,1,27,25,0,7,0,4,1,75,29,28,50.9
Colorado Avalanche,2013/03/16  vs. MIN,MIN,1,0,1,0,0,0,4,6,32,28,0,2,0,2,1,50,31,34,47.7
Phoenix Coyotes,2013/03/16  @ CBJ,CBJ,1,0,0,0,1,1,0,0,39,23,0,2,0,2,0,100,27,28,49.1
Nashville Predators,2013/03/14  @ VAN,VAN,1,0,1,0,0,0,4,7,33,22,0,4,0,2,0,100,39,28,58.2
Phoenix Coyotes,2013/02/07  vs. CHI,CHI,1,0,1,0,0,0,2,6,24,33,1,2,50,9,2,77.8,33,39,45.8
St. Louis Blues,2013/03/07  @ PHX,PHX,1,1,0,0,0,2,6,3,30,26,0,3,0,5,1,80,32,26,55.2
St. Louis Blues,2013/02/01  @ DET,DET,1,0,1,0,0,0,3,5,26,31,2,5,40,8,2,75,27,35,43.5
New York Islanders,2013/01/21  vs. TBL,TBL,1,1,0,0,0,2,4,3,44,26,1,7,14.3,3,0,100,31,35,47
Philadelphia Flyers,2013/03/24  @ PIT,PIT,1,0,0,0,1,1,1,2,28,35,1,1,100,3,1,66.7,29,22,56.9
Edmonton Oilers,2013/04/16  vs. MIN,MIN,1,0,1,0,0,0,3,5,19,30,1,1,100,2,1,50,24,33,42.1
Pittsburgh Penguins,2013/04/27  vs. CAR,CAR,1,1,0,0,0,2,8,3,35,30,2,3,66.7,4,0,100,38,25,60.3
Anaheim Ducks,2013/03/31  @ CBJ,CBJ,1,0,0,0,1,1,1,2,30,18,0,2,0,1,0,100,29,34,46
New York Rangers,2013/02/02  @ TBL,TBL,1,1,0,0,0,2,3,2,30,32,0,2,0,1,1,0,29,38,43.3
Buffalo Sabres,2013/02/21  @ TOR,TOR,1,0,1,0,0,0,1,3,32,36,0,3,0,5,2,60,38,28,57.6
Calgary Flames,2013/02/07  @ CBJ,CBJ,1,1,0,0,0,2,4,3,30,29,1,4,25,4,1,75,31,38,44.9
Montreal Canadiens,2013/01/30  @ OTT,OTT,1,0,1,0,0,0,1,5,32,27,1,6,16.7,5,2,60,32,36,47.1
San Jose Sharks,2013/04/05  vs. CGY,CGY,1,1,0,0,0,2,2,1,41,24,0,3,0,2,1,50,41,30,57.7
Buffalo Sabres,2013/01/29  vs. TOR,TOR,1,0,0,0,1,1,3,4,32,24,1,1,100,2,0,100,33,32,50.8
Winnipeg Jets,2013/04/04  @ MTL,MTL,1,0,1,0,0,0,1,4,34,24,0,3,0,2,2,0,30,25,54.5
Florida Panthers,2013/04/27  @ TBL,TBL,1,1,0,0,0,2,5,3,32,31,0,1,0,2,0,100,29,34,46
New York Islanders,2013/03/14  @ TBL,TBL,1,1,0,0,0,2,2,0,29,18,1,1,100,2,0,100,28,22,56
New York Rangers,2013/02/12  @ BOS,BOS,1,1,0,0,0,2,3,3,29,40,0,4,0,4,0,100,27,37,42.2
Minnesota Wild,2013/01/22  vs. NSH,NSH,1,0,1,0,0,0,1,3,30,26,0,3,0,3,1,66.7,33,25,56.9
Colorado Avalanche,2013/02/11  vs. PHX,PHX,1,0,0,0,1,1,2,3,43,30,0,4,0,5,0,100,26,35,42.6
Columbus Blue Jackets,2013/02/05  vs. LAK,LAK,1,0,1,0,0,0,2,4,20,31,0,3,0,3,1,66.7,34,22,60.7
Buffalo Sabres,2013/04/05  vs. OTT,OTT,1,1,0,0,0,2,4,2,30,37,0,2,0,4,0,100,34,24,58.6
Montreal Canadiens,2013/01/29  vs. WPG,WPG,1,1,0,0,0,2,4,3,26,21,2,5,40,6,1,83.3,34,36,48.6
Calgary Flames,2013/03/27  vs. COL,COL,1,1,0,0,0,2,4,3,27,30,1,3,33.3,5,1,80,30,39,43.5
New York Islanders,2013/02/18  vs. PHI,PHI,1,0,1,0,0,0,0,7,19,25,0,5,0,4,2,50,29,25,53.7
New York Islanders,2013/03/30  @ PIT,PIT,1,0,1,0,0,0,0,2,35,27,0,4,0,2,0,100,22,39,36.1
Nashville Predators,2013/04/15  vs. VAN,VAN,1,0,1,0,0,0,2,5,38,24,0,2,0,4,2,50,23,32,41.8
Pittsburgh Penguins,2013/03/14  @ TOR,TOR,1,1,0,0,0,2,3,1,28,29,0,3,0,3,0,100,36,26,58.1
Phoenix Coyotes,2013/03/14  @ STL,STL,1,0,1,0,0,0,0,3,28,30,0,3,0,5,0,100,28,27,50.9
Montreal Canadiens,2013/04/09  vs. WSH,WSH,1,0,1,0,0,0,2,3,29,27,0,1,0,1,0,100,41,24,63.1
Nashville Predators,2013/04/14  vs. DET,DET,1,0,1,0,0,0,0,3,22,32,0,2,0,2,0,100,26,27,49.1
Carolina Hurricanes,2013/03/28  @ TOR,TOR,1,0,1,0,0,0,3,6,22,36,1,3,33.3,4,1,75,35,25,58.3
Colorado Avalanche,2013/01/19  @ MIN,MIN,1,0,1,0,0,0,2,4,27,35,0,3,0,7,2,71.4,27,32,45.8
San Jose Sharks,2013/04/18  vs. MIN,MIN,1,1,0,0,0,2,6,1,29,28,1,1,100,0,0,0,41,32,56.2
Chicago Blackhawks,2013/01/26  @ CBJ,CBJ,1,1,0,0,0,2,3,2,24,26,0,3,0,5,0,100,27,30,47.4
Dallas Stars,2013/01/24  vs. CHI,CHI,1,0,0,0,1,1,2,3,23,41,0,2,0,7,3,57.1,23,35,39.7
Toronto Maple Leafs,2013/03/20  vs. TBL,TBL,1,1,0,0,0,2,4,2,26,28,0,2,0,4,0,100,29,24,54.7
Tampa Bay Lightning,2013/02/16  @ FLA,FLA,1,1,0,0,0,2,6,5,36,30,1,4,25,3,0,100,35,30,53.8
Los Angeles Kings,2013/01/26  @ PHX,PHX,1,1,0,0,0,2,4,2,31,33,0,4,0,6,1,83.3,36,27,57.1
Boston Bruins,2013/03/03  vs. MTL,MTL,1,0,1,0,0,0,3,4,34,26,0,2,0,5,1,80,32,19,62.7
